period,deal_ym,percentile,percentile_label,threshold_price_manwon,count_above_threshold,total_count,ratio
전체,,93,상위 93%,12228.893339371241,422751,454571,92.9999934003709
전체,,94,상위 94%,11543.830700267954,427296,454571,93.99983720914885
전체,,95,상위 95%,10805.062280200611,431842,454571,94.99990100556349
전체,,96,상위 96%,9961.574436921024,436388,454571,95.99996480197814
전체,,97,상위 97%,9122.80701754386,440940,454571,97.00134852421294
전체,,98,상위 98%,8118.029365910521,445479,454571,97.99987240717071
전체,,99,상위 99%,6708.968808057373,450025,454571,98.99993620358536
전체,,100,상위 100%,1606.0776015907816,454571,454571,100.0
월별,202401.0,1,상위 1%,176132.15370265488,325,32449,1.0015716971247188
월별,202401.0,2,상위 2%,141414.14141414143,650,32449,2.0031433942494377
월별,202401.0,3,상위 3%,121617.81905108236,974,32449,3.0016333323060804
월별,202401.0,4,상위 4%,108637.53404830775,1298,32449,4.000123270362723
월별,202401.0,5,상위 5%,99454.3403256516,1623,32449,5.001694967487442
월별,202401.0,6,상위 6%,92060.00162625196,1948,32449,6.003266664612161
월별,202401.0,7,상위 7%,86518.40748059581,2272,32449,7.001756602668803
월별,202401.0,8,상위 8%,82444.78724305934,2596,32449,8.000246540725445
월별,202401.0,9,상위 9%,79046.68750823036,2921,32449,9.001818237850165
월별,202401.0,10,상위 10%,75645.55292096737,3245,32449,10.000308175906808
월별,202401.0,11,상위 11%,72262.42475144533,3570,32449,11.001879873031527
월별,202401.0,12,상위 12%,69373.81902919273,3894,32449,12.000369811088168
월별,202401.0,13,상위 13%,67104.7909650913,4219,32449,13.001941508212889
월별,202401.0,14,상위 14%,64937.38712226149,4543,32449,14.000431446269532
월별,202401.0,15,상위 15%,62889.16612210423,4868,32449,15.00200314339425
월별,202401.0,16,상위 16%,60994.74554068164,5192,32449,16.00049308145089
월별,202401.0,17,상위 17%,59322.03389830509,5520,32449,17.011310055779838
월별,202401.0,18,상위 18%,57902.01724969298,5841,32449,18.00055471663225
월별,202401.0,19,상위 19%,56596.42774432516,6166,32449,19.002126413756972
월별,202401.0,20,상위 20%,55255.168889846806,6490,32449,20.000616351813616
월별,202401.0,21,상위 21%,53878.10931026949,6815,32449,21.002188048938333
월별,202401.0,22,상위 22%,52699.09135915164,7139,32449,22.000677986994976
월별,202401.0,23,상위 23%,51475.004973988565,7464,32449,23.002249684119697
월별,202401.0,24,상위 24%,50429.273503899356,7788,32449,24.000739622176336
월별,202401.0,25,상위 25%,49430.2155778861,8113,32449,25.002311319301057
월별,202401.0,26,상위 26%,48541.81159012429,8437,32449,26.000801257357697
월별,202401.0,27,상위 27%,47572.72309519158,8761,32449,26.999291195414344
월별,202401.0,28,상위 28%,46629.18806873535,9086,32449,28.000862892539065
월별,202401.0,29,상위 29%,45672.609677866094,9410,32449,28.999352830595704
월별,202401.0,30,상위 30%,44839.7035569406,9735,32449,30.000924527720425
월별,202401.0,31,상위 31%,44107.735409837995,10059,32449,30.999414465777065
월별,202401.0,32,상위 32%,43403.81954723241,10384,32449,32.00098616290178
월별,202401.0,33,상위 33%,42520.44230456111,10708,32449,32.999476100958425
월별,202401.0,34,상위 34%,41989.86971849063,11033,32449,34.00104779808314
월별,202401.0,35,상위 35%,41176.761023577135,11357,32449,34.99953773613979
월별,202401.0,36,상위 36%,40492.71585929172,11683,32449,36.004191192332584
월별,202401.0,37,상위 37%,39622.89427585787,12006,32449,36.99959937132115
월별,202401.0,38,상위 38%,39091.01171896886,12331,32449,38.00117106844587
월별,202401.0,39,상위 39%,38415.49619717755,12655,32449,38.999661006502514
월별,202401.0,40,상위 40%,37712.47992164476,12980,32449,40.00123270362723
월별,202401.0,41,상위 41%,37106.18436406068,13305,32449,41.00280440075195
월별,202401.0,42,상위 42%,36476.37666959016,13629,32449,42.00129433880859
월별,202401.0,43,상위 43%,35884.29588771135,13953,32449,42.999784276865235
월별,202401.0,44,상위 44%,35348.50640113798,14280,32449,44.00751949212611
월별,202401.0,45,상위 45%,34819.77487640917,14602,32449,44.999845912046595
월별,202401.0,46,상위 46%,34409.20088979102,14927,32449,46.00141760917131
월별,202401.0,47,상위 47%,33826.51614331159,15251,32449,46.99990754722796
월별,202401.0,48,상위 48%,33383.627060057326,15576,32449,48.00147924435267
월별,202401.0,49,상위 49%,32793.091210221224,15901,32449,49.0030509414774
월별,202401.0,50,상위 50%,32319.62875020885,16225,32449,50.00154087953403
월별,202401.0,51,상위 51%,31854.76249238478,16549,32449,51.000030817590684
월별,202401.0,52,상위 52%,31427.65816798946,16873,32449,51.99852075564733
월별,202401.0,53,상위 53%,30863.818854718083,17198,32449,53.00009245277204
월별,202401.0,54,상위 54%,30438.998735970312,17522,32449,53.99858239082869
월별,202401.0,55,상위 55%,29932.417708353227,17847,32449,55.000154087953405
월별,202401.0,56,상위 56%,29488.465396188567,18173,32449,56.004807544146196
월별,202401.0,57,상위 57%,29029.159600926665,18496,32449,57.00021572313476
월별,202401.0,58,상위 58%,28570.0898705942,18820,32449,57.99870566119141
월별,202401.0,59,상위 59%,28036.22236602291,19145,32449,59.000277358316126
월별,202401.0,60,상위 60%,27676.403536139354,19469,32449,59.99876729637277
월별,202401.0,61,상위 61%,27181.45372251784,19794,32449,61.00033899349749
월별,202401.0,62,상위 62%,26689.398966767505,20118,32449,61.99882893155413
월별,202401.0,63,상위 63%,26200.527965521498,20443,32449,63.000400628678854
월별,202401.0,64,상위 64%,25714.464141208497,20767,32449,63.99889056673549
월별,202401.0,65,상위 65%,25232.772919319792,21092,32449,65.00046226386021
월별,202401.0,66,상위 66%,24761.23098691192,21419,32449,66.00819747912108
월별,202401.0,67,상위 67%,24365.85534208752,21741,32449,67.00052389904158
월별,202401.0,68,상위 68%,23818.84238886944,22065,32449,67.99901383709822
월별,202401.0,69,상위 69%,23371.46071842,22390,32449,69.00058553422294
월별,202401.0,70,상위 70%,22911.64658634538,22715,32449,70.00215723134765
월별,202401.0,71,상위 71%,22485.343209137704,23039,32449,71.0006471694043
월별,202401.0,72,상위 72%,22072.86036036036,23363,32449,71.99913710746094
월별,202401.0,73,상위 73%,21675.47965387306,23688,32449,73.00070880458566
월별,202401.0,74,상위 74%,21132.58887712029,24012,32449,73.9991987426423
월별,202401.0,75,상위 75%,20742.471010261117,24337,32449,75.00077043976702
월별,202401.0,76,상위 76%,20297.20269790999,24661,32449,75.99926037782366
월별,202401.0,77,상위 77%,19812.315798217947,24985,32449,76.99775031588031
월별,202401.0,78,상위 78%,19467.976066876083,25310,32449,77.99932201300503
월별,202401.0,79,상위 79%,18967.971254157514,25634,32449,78.99781195106166
월별,202401.0,80,상위 80%,18528.310953075717,25959,32449,79.99938364818638
월별,202401.0,81,상위 81%,18021.950105966105,26283,32449,80.99787358624303
월별,202401.0,82,상위 82%,17565.950770911833,26608,32449,81.99944528336775
월별,202401.0,83,상위 83%,17031.67305236272,26932,32449,82.99793522142438
월별,202401.0,84,상위 84%,16561.24899919936,27258,32449,84.00258867761718
월별,202401.0,85,상위 85%,16017.995325120242,27581,32449,84.99799685660575
월별,202401.0,86,상위 86%,15481.331893110415,27906,32449,85.99956855373047
월별,202401.0,87,상위 87%,14994.225994948018,28230,32449,86.9980584917871
월별,202401.0,88,상위 88%,14432.209650095825,28555,32449,87.99963018891182
월별,202401.0,89,상위 89%,13869.223379877358,28879,32449,88.99812012696847
월별,202401.0,90,상위 90%,13359.30733520463,29204,32449,89.99969182409319
월별,202401.0,91,상위 91%,12818.026385347572,29528,32449,90.99818176214983
월별,202401.0,92,상위 92%,12261.673684885001,29853,32449,91.99975345927456
월별,202401.0,93,상위 93%,11735.953994629743,30177,32449,92.9982433973312
월별,202401.0,94,상위 94%,11087.627765064835,30502,32449,93.99981509445593
월별,202401.0,95,상위 95%,10431.327203861378,30826,32449,94.99830503251255
월별,202401.0,96,상위 96%,9698.56724194074,31151,32449,95.99987672963728
월별,202401.0,97,상위 97%,8847.741278942178,31475,32449,96.99836666769393
월별,202401.0,98,상위 98%,7824.972474667366,31800,32449,97.99993836481863
월별,202401.0,99,상위 99%,6426.38510697416,32124,32449,98.99842830287528
월별,202401.0,100,상위 100%,2312.6843657817108,32449,32449,100.0
월별,202402.0,1,상위 1%,178609.88359348202,315,31468,1.0010169060633023
월별,202402.0,2,상위 2%,143203.56597897617,630,31468,2.0020338121266046
월별,202402.0,3,상위 3%,123220.29362727003,945,31468,3.0030507181899075
월별,202402.0,4,상위 4%,110765.90266181735,1259,31468,4.00088979280539
월별,202402.0,5,상위 5%,100977.59004890088,1574,31468,5.001906698868692
월별,202402.0,6,상위 6%,92930.87721476491,1889,31468,6.002923604931994
월별,202402.0,7,상위 7%,87728.76721366761,2203,31468,7.000762679547477
월별,202402.0,8,상위 8%,83763.13730322542,2518,31468,8.00177958561078
월별,202402.0,9,상위 9%,79796.2976995824,2833,31468,9.002796491674081
월별,202402.0,10,상위 10%,76467.03920091072,3147,31468,10.000635566289565
월별,202402.0,11,상위 11%,73192.277886918,3462,31468,11.001652472352866
월별,202402.0,12,상위 12%,70139.12998262768,3777,31468,12.002669378416169
월별,202402.0,13,상위 13%,67781.73428130911,4091,31468,13.000508453031651
월별,202402.0,14,상위 14%,65533.884370235864,4406,31468,14.001525359094954
월별,202402.0,15,상위 15%,63475.977107224324,4721,31468,15.002542265158256
월별,202402.0,16,상위 16%,61747.236378390546,5035,31468,16.00038133977374
월별,202402.0,17,상위 17%,59929.860291291225,5350,31468,17.00139824583704
월별,202402.0,18,상위 18%,58628.502531355836,5665,31468,18.002415151900344
월별,202402.0,19,상위 19%,57324.409315924,5979,31468,19.000254226515825
월별,202402.0,20,상위 20%,55902.35063618146,6294,31468,20.00127113257913
월별,202402.0,21,상위 21%,54451.295597901066,6609,31468,21.00228803864243
월별,202402.0,22,상위 22%,53208.86814469078,6925,31468,22.00648277615355
월별,202402.0,23,상위 23%,51965.36620745599,7238,31468,23.001144019321217
월별,202402.0,24,상위 24%,50685.251724302354,7553,31468,24.002160925384516
월별,202402.0,25,상위 25%,49568.05066145249,7867,31468,25.0
월별,202402.0,26,상위 26%,48804.982200770704,8182,31468,26.001016906063303
월별,202402.0,27,상위 27%,47745.716349949995,8497,31468,27.0020338121266
월별,202402.0,28,상위 28%,46720.47911811723,8811,31468,27.99987288674209
월별,202402.0,29,상위 29%,45771.80261111651,9126,31468,29.00088979280539
월별,202402.0,30,상위 30%,44841.104363618586,9441,31468,30.00190669886869
월별,202402.0,31,상위 31%,44161.48386997421,9755,31468,30.99974577348417
월별,202402.0,32,상위 32%,43323.4701521927,10070,31468,32.00076267954748
월별,202402.0,33,상위 33%,42496.9064440718,10385,31468,33.00177958561078
월별,202402.0,34,상위 34%,41780.97484539901,10699,31468,33.99961866022626
월별,202402.0,35,상위 35%,41047.265388769185,11014,31468,35.00063556628956
월별,202402.0,36,상위 36%,40382.86268590612,11329,31468,36.001652472352866
월별,202402.0,37,상위 37%,39622.83775827749,11643,31468,36.99949154696835
월별,202402.0,38,상위 38%,39040.65234364555,11958,31468,38.00050845303165
월별,202402.0,39,상위 39%,38338.14814972851,12273,31468,39.00152535909495
월별,202402.0,40,상위 40%,37640.30779330158,12587,31468,39.99936443371044
월별,202402.0,41,상위 41%,37091.55136885488,12903,31468,41.00355917122156
월별,202402.0,42,상위 42%,36550.73167126022,13217,31468,42.00139824583704
월별,202402.0,43,상위 43%,35886.83149124779,13532,31468,43.002415151900344
월별,202402.0,44,상위 44%,35379.36629056234,13846,31468,44.00025422651583
월별,202402.0,45,상위 45%,34765.49969262767,14161,31468,45.00127113257913
월별,202402.0,46,상위 46%,34237.77840998809,14475,31468,45.99911020719461
월별,202402.0,47,상위 47%,33654.32699246658,14790,31468,47.00012711325791
월별,202402.0,48,상위 48%,33140.97279472383,15106,31468,48.00432185076903
월별,202402.0,49,상위 49%,32635.81507540734,15419,31468,48.9989830939367
월별,202402.0,50,상위 50%,32181.340884461584,15734,31468,50.0
월별,202402.0,51,상위 51%,31659.559865753232,16049,31468,51.0010169060633
월별,202402.0,52,상위 52%,31236.300917564844,16363,31468,51.99885598067878
월별,202402.0,53,상위 53%,30759.77889585264,16678,31468,52.99987288674208
월별,202402.0,54,상위 54%,30323.22184132224,16993,31468,54.00088979280538
월별,202402.0,55,상위 55%,29822.23480097974,17307,31468,54.99872886742088
월별,202402.0,56,상위 56%,29424.838798796056,17622,31468,55.99974577348418
월별,202402.0,57,상위 57%,28862.269536398522,17937,31468,57.00076267954748
월별,202402.0,58,상위 58%,28454.077280825368,18251,31468,57.99860175416296
월별,202402.0,59,상위 59%,27957.326566549957,18566,31468,58.99961866022626
월별,202402.0,60,상위 60%,27427.694215037132,18881,31468,60.00063556628956
월별,202402.0,61,상위 61%,26892.615624459828,19195,31468,60.998474640905044
월별,202402.0,62,상위 62%,26494.817879388716,19510,31468,61.99949154696834
월별,202402.0,63,상위 63%,25996.705107084017,19828,31468,63.01004194737511
월별,202402.0,64,상위 64%,25595.668092084583,20139,31468,63.998347527647134
월별,202402.0,65,상위 65%,25200.281880128816,20454,31468,64.99936443371044
월별,202402.0,66,상위 66%,24711.626498549846,20769,31468,66.00038133977374
월별,202402.0,67,상위 67%,24216.82887420711,21083,31468,66.99822041438922
월별,202402.0,68,상위 68%,23731.22849134098,21398,31468,67.99923732045252
월별,202402.0,69,상위 69%,23239.04080524346,21713,31468,69.00025422651582
월별,202402.0,70,상위 70%,22765.07496057214,22027,31468,69.9980933011313
월별,202402.0,71,상위 71%,22406.285935169904,22342,31468,70.99911020719462
월별,202402.0,72,상위 72%,21897.467023406367,22657,31468,72.00012711325792
월별,202402.0,73,상위 73%,21515.038511075152,22971,31468,72.9979661878734
월별,202402.0,74,상위 74%,21074.225937788004,23286,31468,73.9989830939367
월별,202402.0,75,상위 75%,20723.45390898483,23603,31468,75.00635566289564
월별,202402.0,76,상위 76%,20265.642322004813,23916,31468,76.0010169060633
월별,202402.0,77,상위 77%,19774.515918641315,24230,31468,76.99885598067878
월별,202402.0,78,상위 78%,19381.370569341074,24545,31468,77.99987288674208
월별,202402.0,79,상위 79%,18832.30009683654,24859,31468,78.99771196135758
월별,202402.0,80,상위 80%,18337.375304675043,25174,31468,79.99872886742088
월별,202402.0,81,상위 81%,17846.98606468726,25489,31468,80.99974577348418
월별,202402.0,82,상위 82%,17395.8192641036,25803,31468,81.99758484809966
월별,202402.0,83,상위 83%,16871.96836817312,26118,31468,82.99860175416296
월별,202402.0,84,상위 84%,16470.588235294115,26434,31468,84.00279649167408
월별,202402.0,85,상위 85%,15942.694314104476,26747,31468,84.99745773484175
월별,202402.0,86,상위 86%,15417.21589107837,27063,31468,86.00165247235286
월별,202402.0,87,상위 87%,14889.442751612449,27377,31468,86.99949154696834
월별,202402.0,88,상위 88%,14341.23183224061,27691,31468,87.99733062158384
월별,202402.0,89,상위 89%,13818.972074323588,28026,31468,89.06190415660353
월별,202402.0,90,상위 90%,13313.313313313312,28322,31468,90.00254226515825
월별,202402.0,91,상위 91%,12710.589310027524,28635,31468,90.99720350832592
월별,202402.0,92,상위 92%,12127.204325076378,28950,31468,91.99822041438922
월별,202402.0,93,상위 93%,11501.17917548085,29265,31468,92.99923732045252
월별,202402.0,94,상위 94%,10903.918356575283,29579,31468,93.997076395068
월별,202402.0,95,상위 95%,10124.286037732218,29894,31468,94.9980933011313
월별,202402.0,96,상위 96%,9415.73650848028,30209,31468,95.99911020719462
월별,202402.0,97,상위 97%,8600.733233768304,30523,31468,96.9969492818101
월별,202402.0,98,상위 98%,7689.343607948618,30838,31468,97.9979661878734
월별,202402.0,99,상위 99%,6370.430275229358,31153,31468,98.9989830939367
월별,202402.0,100,상위 100%,2242.2422422422424,31468,31468,100.0
월별,202403.0,1,상위 1%,197896.75859109615,419,41826,1.001769234447473
월별,202403.0,2,상위 2%,157565.66221121355,837,41826,2.001147611533496
월별,202403.0,3,상위 3%,138416.44990054262,1256,41826,3.0029168459809688
월별,202403.0,4,상위 4%,124402.93529019346,1674,41826,4.002295223066992
월별,202403.0,5,상위 5%,113334.34103506466,2092,41826,5.001673600153015
월별,202403.0,6,상위 6%,104276.85729179048,2511,41826,6.003442834600488
월별,202403.0,7,상위 7%,97725.17761334014,2928,41826,7.000430354325061
월별,202403.0,8,상위 8%,91420.27933974244,3347,41826,8.002199588772534
월별,202403.0,9,상위 9%,86903.20194869966,3765,41826,9.001577965858557
월별,202403.0,10,상위 10%,83557.86658902417,4183,41826,10.00095634294458
월별,202403.0,11,상위 11%,79781.87839152904,4601,41826,11.000334720030603
월별,202403.0,12,상위 12%,76619.24686192468,5020,41826,12.002103954478075
월별,202403.0,13,상위 13%,73671.97957244822,5439,41826,13.00387318892555
월별,202403.0,14,상위 14%,70970.57369308354,5856,41826,14.000860708650123
월별,202403.0,15,상위 15%,68715.13164240289,6274,41826,15.000239085736144
월별,202403.0,16,상위 16%,66509.72198202078,6693,41826,16.002008320183617
월별,202403.0,17,상위 17%,64310.34809394408,7111,41826,17.00138669726964
월별,202403.0,18,상위 18%,62417.58449563167,7529,41826,18.000765074355666
월별,202403.0,19,상위 19%,60843.038406121705,7947,41826,19.000143451441687
월별,202403.0,20,상위 20%,59387.7406735324,8366,41826,20.00191268588916
월별,202403.0,21,상위 21%,58132.3784670448,8784,41826,21.001291062975184
월별,202403.0,22,상위 22%,56838.641803900275,9202,41826,22.000669440061206
월별,202403.0,23,상위 23%,55436.05798777415,9620,41826,23.00004781714723
월별,202403.0,24,상위 24%,54261.47319706903,10039,41826,24.001817051594703
월별,202403.0,25,상위 25%,53032.943190460035,10457,41826,25.001195428680724
월별,202403.0,26,상위 26%,51838.48353458532,10875,41826,26.00057380576675
월별,202403.0,27,상위 27%,50760.69609410033,11293,41826,26.99995218285277
월별,202403.0,28,상위 28%,49744.55228899216,11712,41826,28.001721417300246
월별,202403.0,29,상위 29%,48837.5972937286,12130,41826,29.001099794386263
월별,202403.0,30,상위 30%,47763.135383373505,12548,41826,30.000478171472288
월별,202403.0,31,상위 31%,46923.46173086544,12969,41826,31.007029120642667
월별,202403.0,32,상위 32%,45962.89870545843,13386,41826,32.00401664036723
월별,202403.0,33,상위 33%,45016.3717888074,13803,41826,33.00100416009181
월별,202403.0,34,상위 34%,44397.01881799898,14221,41826,34.00038253717783
월별,202403.0,35,상위 35%,43530.67003189483,14639,41826,34.99976091426385
월별,202403.0,36,상위 36%,42762.70047961913,15058,41826,36.00153014871133
월별,202403.0,37,상위 37%,42048.44227904156,15476,41826,37.00090852579735
월별,202403.0,38,상위 38%,41400.27121682507,15894,41826,38.000286902883374
월별,202403.0,39,상위 39%,40557.56865715407,16312,41826,38.9996652799694
월별,202403.0,40,상위 40%,39895.3352193447,16731,41826,40.00143451441687
월별,202403.0,41,상위 41%,39237.406332607,17149,41826,41.00081289150289
월별,202403.0,42,상위 42%,38509.88420361226,17569,41826,42.004972983311816
월별,202403.0,43,상위 43%,37771.476943125555,17985,41826,42.99956964567494
월별,202403.0,44,상위 44%,37155.20851149159,18403,41826,43.99894802276096
월별,202403.0,45,상위 45%,36516.537414419494,18822,41826,45.000717257208436
월별,202403.0,46,상위 46%,35870.68074486508,19240,41826,46.00009563429446
월별,202403.0,47,상위 47%,35314.61155801956,19658,41826,46.999474011380485
월별,202403.0,48,상위 48%,34680.74891982717,20077,41826,48.00124324582795
월별,202403.0,49,상위 49%,34300.81465079727,20495,41826,49.000621622913975
월별,202403.0,50,상위 50%,33659.39893930466,20914,41826,50.00239085736145
월별,202403.0,51,상위 51%,33117.597043459406,21331,41826,50.999378377086025
월별,202403.0,52,상위 52%,32566.371681415927,21750,41826,52.0011476115335
월별,202403.0,53,상위 53%,32074.827208253853,22168,41826,53.000525988619515
월별,202403.0,54,상위 54%,31610.11721159778,22587,41826,54.00229522306699
월별,202403.0,55,상위 55%,31074.766355140186,23005,41826,55.00167360015301
월별,202403.0,56,상위 56%,30570.95158597663,23423,41826,56.00105197723904
월별,202403.0,57,상위 57%,29995.21110645797,23841,41826,57.00043035432506
월별,202403.0,58,상위 58%,29513.443037474568,24260,41826,58.00219958877253
월별,202403.0,59,상위 59%,29020.265741324652,24677,41826,58.99918710849711
월별,202403.0,60,상위 60%,28533.60941196032,25096,41826,60.000956342944576
월별,202403.0,61,상위 61%,28002.27518522344,25514,41826,61.0003347200306
월별,202403.0,62,상위 62%,27502.261420171868,25932,41826,61.999713097116626
월별,202403.0,63,상위 63%,26978.98224050997,26350,41826,62.99909147420265
월별,202403.0,64,상위 64%,26532.887402452623,26769,41826,64.00086070865012
월별,202403.0,65,상위 65%,26000.414867598618,27187,41826,65.00023908573614
월별,202403.0,66,상위 66%,25561.225278587255,27605,41826,65.99961746282217
월별,202403.0,67,상위 67%,25093.231463427965,28023,41826,66.99899583990819
월별,202403.0,68,상위 68%,24674.40543601359,28442,41826,68.00076507435566
월별,202403.0,69,상위 69%,24153.279447871926,28860,41826,69.00014345144169
월별,202403.0,70,상위 70%,23666.102771309,29278,41826,69.9995218285277
월별,202403.0,71,상위 71%,23216.32069062007,29696,41826,70.99890020561374
월별,202403.0,72,상위 72%,22732.08612777974,30119,41826,72.010232869507
월별,202403.0,73,상위 73%,22266.73985568324,30533,41826,73.00004781714723
월별,202403.0,74,상위 74%,21762.529387217706,30951,41826,73.99942619423325
월별,202403.0,75,상위 75%,21261.37898816476,31369,41826,74.99880457131928
월별,202403.0,76,상위 76%,20848.845867460903,31788,41826,76.00057380576675
