sido,gugun,dong,jibun,complex_name,area_m2,deal_ym,deal_day,price_만원,floor,built_year,deal_date,행정동+단지명
서울특별시,광진구,광장동,218-1,극동1,126.94,202406,29,205000,2,1985,2024-06-29,극동1
서울특별시,광진구,광장동,218-1,극동2,84.55,202406,29,166000,6,1989,2024-06-29,극동2
서울특별시,동대문구,휘경동,57,주공1,114.96,202406,28,85000,7,2001,2024-06-28,휘경동주공1
서울특별시,노원구,하계동,284,한신1,27.0,202406,28,29500,13,1988,2024-06-28,하계동한신1
서울특별시,노원구,하계동,284,한신2,44.52,202406,28,43800,15,1988,2024-06-28,하계동한신2
서울특별시,동작구,사당동,105,사당우성3,59.89,202406,27,95000,15,1993,2024-06-27,사당우성3
서울특별시,동작구,사당동,105,신동아4,59.89,202406,27,92500,3,1993,2024-06-27,사당동신동아4
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202406,27,170000,9,1992,2024-06-27,삼익대청아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202406,27,125000,13,1992,2024-06-27,성원대치2단지아파트
서울특별시,노원구,하계동,284,청구,70.69,202406,26,63800,15,1988,2024-06-26,하계동청구
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202406,26,94000,6,1992,2024-06-26,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202406,26,242000,10,1983,2024-06-26,개포주공6단지
서울특별시,동작구,사당동,105,사당우성3,118.25,202406,26,115000,5,1993,2024-06-26,사당우성3
서울특별시,동작구,사당동,105,사당우성2,59.89,202406,25,99500,7,1993,2024-06-25,사당우성2
서울특별시,동작구,사당동,105,신동아4,59.89,202406,24,96000,9,1993,2024-06-24,사당동신동아4
서울특별시,동작구,사당동,105,극동(105),51.57,202406,24,88000,4,1993,2024-06-24,극동(105)
서울특별시,동작구,사당동,105,사당우성3,59.89,202406,24,94000,15,1993,2024-06-24,사당우성3
서울특별시,노원구,하계동,284,청구,70.69,202406,24,68000,12,1988,2024-06-24,하계동청구
서울특별시,동작구,사당동,105,극동(105),46.75,202406,23,70000,2,1993,2024-06-23,극동(105)
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202406,22,145000,10,1992,2024-06-22,삼익대청아파트
서울특별시,동작구,사당동,105,극동(105),110.14,202406,22,108500,13,1993,2024-06-22,극동(105)
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202406,22,272000,7,1983,2024-06-22,개포주공6단지
서울특별시,동작구,사당동,105,사당우성3,59.89,202406,22,93000,9,1993,2024-06-22,사당우성3
서울특별시,동작구,사당동,105,극동(105),59.25,202406,22,96000,14,1993,2024-06-22,극동(105)
서울특별시,동대문구,휘경동,57,주공2,39.98,202406,21,44500,5,2001,2024-06-21,휘경동주공2
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202406,21,149000,15,1992,2024-06-21,성원대치2단지아파트
서울특별시,동작구,사당동,105,극동(105),46.75,202406,21,74400,10,1993,2024-06-21,극동(105)
서울특별시,동작구,사당동,105,사당우성3,46.75,202406,21,74900,5,1993,2024-06-21,사당우성3
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202406,20,264500,7,1983,2024-06-20,개포주공6단지
서울특별시,동작구,사당동,105,사당우성3,46.75,202406,19,74200,8,1993,2024-06-19,사당우성3
서울특별시,동작구,사당동,105,사당우성3,59.89,202406,19,93000,4,1993,2024-06-19,사당우성3
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202406,19,168000,11,1992,2024-06-19,삼익대청아파트
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202406,19,140000,7,1992,2024-06-19,삼익대청아파트
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202406,19,138000,13,1992,2024-06-19,삼익대청아파트
서울특별시,광진구,광장동,218-1,극동1,84.55,202406,19,165800,2,1985,2024-06-19,극동1
서울특별시,강남구,개포동,185,개포주공6단지,60.13,202406,18,218000,9,1983,2024-06-18,개포주공6단지
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202406,18,100000,4,1992,2024-06-18,성원대치2단지아파트
서울특별시,노원구,하계동,284,한신1,27.0,202406,18,29700,4,1988,2024-06-18,하계동한신1
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202406,17,195000,10,1983,2024-06-17,개포주공7단지
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202406,17,138000,2,1992,2024-06-17,삼익대청아파트
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202406,17,261000,4,1983,2024-06-17,개포주공6단지
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202406,17,120000,7,1992,2024-06-17,삼익대청아파트
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202406,16,173000,9,1992,2024-06-16,삼익대청아파트
서울특별시,노원구,하계동,284,한신1,35.28,202406,15,35800,10,1988,2024-06-15,하계동한신1
서울특별시,광진구,광장동,218-1,극동2,75.55,202406,15,152500,9,1989,2024-06-15,극동2
서울특별시,동작구,사당동,105,극동(105),119.91,202406,15,115000,15,1993,2024-06-15,극동(105)
서울특별시,동작구,사당동,105,사당우성2,118.25,202406,15,150000,9,1993,2024-06-15,사당우성2
서울특별시,동작구,사당동,105,신동아4,118.25,202406,15,142300,11,1993,2024-06-15,사당동신동아4
서울특별시,동작구,사당동,105,극동(105),119.5,202406,15,104000,7,1993,2024-06-15,극동(105)
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202406,14,238000,7,1983,2024-06-14,개포주공6단지
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202406,14,200000,10,1983,2024-06-14,개포주공7단지
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202406,14,238000,7,1983,2024-06-14,개포주공6단지
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202406,13,115000,3,1992,2024-06-13,삼익대청아파트
서울특별시,동작구,사당동,105,극동(105),46.75,202406,13,76000,15,1993,2024-06-13,극동(105)
서울특별시,동작구,사당동,105,사당우성2,84.66,202406,13,120500,2,1993,2024-06-13,사당우성2
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202406,12,139000,6,1992,2024-06-12,성원대치2단지아파트
서울특별시,광진구,광장동,218-1,극동2,84.55,202406,11,157000,3,1989,2024-06-11,극동2
서울특별시,동대문구,휘경동,57,주공1,84.86,202406,11,74300,20,2001,2024-06-11,휘경동주공1
서울특별시,노원구,하계동,284,한신1,27.0,202406,10,30800,7,1988,2024-06-10,하계동한신1
서울특별시,동대문구,휘경동,57,주공2,39.98,202406,10,42500,3,2001,2024-06-10,휘경동주공2
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202406,10,100500,12,1992,2024-06-10,성원대치2단지아파트
서울특별시,동작구,사당동,105,신동아4,118.25,202406,10,118000,3,1993,2024-06-10,사당동신동아4
서울특별시,강남구,개포동,185,개포주공7단지,73.26,202406,10,233000,10,1983,2024-06-10,개포주공7단지
서울특별시,광진구,광장동,218-1,극동1,84.55,202406,8,175300,12,1985,2024-06-08,극동1
서울특별시,광진구,광장동,218-1,극동1,126.94,202406,8,225000,5,1985,2024-06-08,극동1
서울특별시,동작구,사당동,105,극동(105),46.75,202406,8,74000,15,1993,2024-06-08,극동(105)
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202406,8,109500,3,1992,2024-06-08,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202406,8,135000,4,1992,2024-06-08,성원대치2단지아파트
서울특별시,노원구,하계동,284,한신1,27.0,202406,8,29700,11,1988,2024-06-08,하계동한신1
서울특별시,노원구,하계동,284,한신1,27.0,202406,8,30200,10,1988,2024-06-08,하계동한신1
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202406,7,140000,8,1992,2024-06-07,성원대치2단지아파트
서울특별시,광진구,광장동,218-1,극동2,102.61,202406,6,189000,12,1989,2024-06-06,극동2
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202406,6,116000,15,1992,2024-06-06,성원대치2단지아파트
서울특별시,동작구,사당동,105,극동(105),59.25,202406,6,93000,8,1993,2024-06-06,극동(105)
서울특별시,동작구,사당동,105,극동(105),51.57,202406,6,85500,4,1993,2024-06-06,극동(105)
서울특별시,동작구,사당동,105,극동(105),119.91,202406,6,118000,14,1993,2024-06-06,극동(105)
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202406,4,236500,5,1983,2024-06-04,개포주공6단지
서울특별시,동작구,사당동,105,사당우성2,84.66,202406,3,122000,15,1993,2024-06-03,사당우성2
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202406,3,98000,10,1992,2024-06-03,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공7단지,60.76,202406,3,210000,5,1983,2024-06-03,개포주공7단지
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202406,1,99000,9,1992,2024-06-01,성원대치2단지아파트
서울특별시,동대문구,휘경동,57,주공2,59.13,202405,31,67000,13,2001,2024-05-31,휘경동주공2
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202405,30,133000,3,1992,2024-05-30,삼익대청아파트
서울특별시,동작구,사당동,105,사당우성3,46.75,202405,30,73500,14,1993,2024-05-30,사당우성3
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202405,28,116500,3,1992,2024-05-28,성원대치2단지아파트
서울특별시,동대문구,휘경동,57,주공1,114.73,202405,28,80000,2,2001,2024-05-28,휘경동주공1
서울특별시,노원구,하계동,284,한신1,27.0,202405,27,25000,2,1988,2024-05-27,하계동한신1
서울특별시,동작구,사당동,105,신동아4,84.46,202405,27,83000,12,1993,2024-05-27,사당동신동아4
서울특별시,동작구,사당동,105,사당우성3,84.66,202405,25,113000,4,1993,2024-05-25,사당우성3
서울특별시,동작구,사당동,105,극동(105),59.25,202405,25,92000,7,1993,2024-05-25,극동(105)
서울특별시,동대문구,휘경동,57,주공1,84.75,202405,25,79000,14,2001,2024-05-25,휘경동주공1
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202405,22,135000,8,1992,2024-05-22,삼익대청아파트
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202405,18,114000,3,1992,2024-05-18,삼익대청아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202405,18,114500,2,1992,2024-05-18,성원대치2단지아파트
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202405,18,112500,2,1992,2024-05-18,삼익대청아파트
서울특별시,광진구,광장동,218-1,극동2,84.55,202405,18,156000,2,1989,2024-05-18,극동2
서울특별시,동대문구,휘경동,57,주공2,39.98,202405,18,43900,16,2001,2024-05-18,휘경동주공2
서울특별시,광진구,광장동,218-1,극동1,126.94,202405,18,221000,12,1985,2024-05-18,극동1
서울특별시,동작구,사당동,105,신동아4,59.89,202405,17,91500,15,1993,2024-05-17,사당동신동아4
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202405,16,136500,5,1992,2024-05-16,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202405,15,112000,6,1992,2024-05-15,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202405,15,115000,15,1992,2024-05-15,성원대치2단지아파트
서울특별시,동대문구,휘경동,57,주공2,39.98,202405,15,42700,13,2001,2024-05-15,휘경동주공2
서울특별시,동작구,사당동,105,신동아4,59.89,202405,11,93000,15,1993,2024-05-11,사당동신동아4
서울특별시,강남구,개포동,185,개포주공7단지,73.26,202405,10,239500,10,1983,2024-05-10,개포주공7단지
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202405,10,139700,14,1992,2024-05-10,삼익대청아파트
서울특별시,동작구,사당동,105,극동(105),59.25,202405,9,92000,12,1993,2024-05-09,극동(105)
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202405,4,236000,10,1983,2024-05-04,개포주공6단지
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202405,4,116000,12,1992,2024-05-04,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202405,4,138250,9,1992,2024-05-04,성원대치2단지아파트
서울특별시,동대문구,휘경동,57,주공2,59.79,202405,3,57000,22,2001,2024-05-03,휘경동주공2
서울특별시,동작구,사당동,105,사당우성2,59.89,202405,2,67000,11,1993,2024-05-02,사당우성2
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202405,2,111000,3,1992,2024-05-02,성원대치2단지아파트
서울특별시,동작구,사당동,105,극동(105),59.25,202405,1,91000,11,1993,2024-05-01,극동(105)
서울특별시,동작구,사당동,105,극동(105),84.32,202405,1,99000,14,1993,2024-05-01,극동(105)
서울특별시,노원구,하계동,284,한신1,27.0,202404,27,27800,2,1988,2024-04-27,하계동한신1
서울특별시,동작구,사당동,105,신동아4,59.89,202404,26,95000,12,1993,2024-04-26,사당동신동아4
서울특별시,동작구,사당동,105,극동(105),119.91,202404,25,90000,6,1993,2024-04-25,극동(105)
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202404,24,133000,5,1992,2024-04-24,성원대치2단지아파트
서울특별시,동작구,사당동,105,사당우성2,59.89,202404,24,102500,4,1993,2024-04-24,사당우성2
서울특별시,동작구,사당동,105,극동(105),51.57,202404,23,86500,10,1993,2024-04-23,극동(105)
서울특별시,동대문구,휘경동,57,주공2,59.13,202404,18,64900,19,2001,2024-04-18,휘경동주공2
서울특별시,동작구,사당동,105,사당우성3,59.89,202404,17,91800,14,1993,2024-04-17,사당우성3
서울특별시,동작구,사당동,105,신동아4,46.75,202404,15,76500,4,1993,2024-04-15,사당동신동아4
서울특별시,노원구,하계동,284,한신1,27.0,202404,15,28500,3,1988,2024-04-15,하계동한신1
서울특별시,노원구,하계동,284,한신1,35.28,202404,13,37000,11,1988,2024-04-13,하계동한신1
서울특별시,동작구,사당동,105,극동(105),84.32,202404,13,97000,8,1993,2024-04-13,극동(105)
서울특별시,동작구,사당동,105,사당우성2,59.89,202404,13,103000,15,1993,2024-04-13,사당우성2
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202404,12,190000,13,1983,2024-04-12,개포주공6단지
서울특별시,강남구,개포동,185,개포주공6단지,60.13,202404,10,199000,2,1983,2024-04-10,개포주공6단지
서울특별시,동대문구,휘경동,57,주공1,84.84,202404,10,72000,2,2001,2024-04-10,휘경동주공1
서울특별시,노원구,하계동,284,한신1,27.0,202404,8,29000,10,1988,2024-04-08,하계동한신1
서울특별시,광진구,광장동,218-1,극동2,75.55,202404,8,144000,12,1989,2024-04-08,극동2
서울특별시,동작구,사당동,105,극동(105),119.5,202404,7,111000,8,1993,2024-04-07,극동(105)
서울특별시,광진구,광장동,218-1,극동1,156.92,202404,6,230000,11,1985,2024-04-06,극동1
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202404,6,116000,4,1992,2024-04-06,성원대치2단지아파트
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202404,5,164000,8,1992,2024-04-05,삼익대청아파트
서울특별시,노원구,하계동,284,한신1,35.28,202404,5,36000,14,1988,2024-04-05,하계동한신1
서울특별시,광진구,광장동,218-1,극동2,84.55,202404,5,163250,13,1989,2024-04-05,극동2
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202404,4,115000,3,1992,2024-04-04,성원대치2단지아파트
서울특별시,동작구,사당동,105,극동(105),59.25,202404,4,93000,7,1993,2024-04-04,극동(105)
서울특별시,노원구,하계동,284,청구,70.69,202404,4,65000,11,1988,2024-04-04,하계동청구
서울특별시,동작구,사당동,105,신동아4,46.75,202404,3,76000,13,1993,2024-04-03,사당동신동아4
서울특별시,광진구,광장동,218-1,극동2,75.55,202404,3,144500,9,1989,2024-04-03,극동2
서울특별시,동대문구,휘경동,57,주공1,114.73,202404,1,88000,16,2001,2024-04-01,휘경동주공1
서울특별시,강남구,개포동,185,개포주공6단지,60.13,202404,1,200000,2,1983,2024-04-01,개포주공6단지
서울특별시,동작구,사당동,105,신동아4,84.46,202404,1,112500,5,1993,2024-04-01,사당동신동아4
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202403,31,238000,8,1983,2024-03-31,개포주공6단지
서울특별시,동작구,사당동,105,사당우성3,46.75,202403,30,68700,3,1993,2024-03-30,사당우성3
서울특별시,동작구,사당동,105,신동아4,46.75,202403,30,70000,1,1993,2024-03-30,사당동신동아4
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202403,30,115000,13,1992,2024-03-30,삼익대청아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202403,29,110000,3,1992,2024-03-29,성원대치2단지아파트
서울특별시,동작구,사당동,105,신동아4,46.75,202403,29,77000,11,1993,2024-03-29,사당동신동아4
서울특별시,강남구,개포동,185,개포주공7단지,83.7,202403,29,256000,7,1983,2024-03-29,개포주공7단지
서울특별시,노원구,하계동,284,한신1,27.0,202403,28,28000,5,1988,2024-03-28,하계동한신1
서울특별시,동대문구,휘경동,57,주공1,84.75,202403,27,74500,18,2001,2024-03-27,휘경동주공1
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202403,27,95000,9,1992,2024-03-27,성원대치2단지아파트
서울특별시,노원구,하계동,284,한신1,27.0,202403,26,28000,7,1988,2024-03-26,하계동한신1
서울특별시,노원구,하계동,284,한신1,44.52,202403,26,45000,3,1988,2024-03-26,하계동한신1
서울특별시,동작구,사당동,105,사당우성3,46.75,202403,25,70000,12,1993,2024-03-25,사당우성3
서울특별시,노원구,하계동,284,한신1,27.0,202403,25,30000,4,1988,2024-03-25,하계동한신1
서울특별시,동대문구,휘경동,57,주공2,59.13,202403,23,64500,19,2001,2024-03-23,휘경동주공2
서울특별시,동대문구,휘경동,57,주공1,84.86,202403,23,74500,10,2001,2024-03-23,휘경동주공1
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202403,23,136000,4,1992,2024-03-23,성원대치2단지아파트
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202403,23,129500,3,1992,2024-03-23,삼익대청아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202403,23,136000,4,1992,2024-03-23,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202403,22,255000,1,1983,2024-03-22,개포주공6단지
서울특별시,강남구,개포동,185,개포주공6단지,53.06,202403,22,186000,10,1983,2024-03-22,개포주공6단지
서울특별시,동작구,사당동,105,신동아4,46.75,202403,22,75500,6,1993,2024-03-22,사당동신동아4
서울특별시,동작구,사당동,105,신동아4,46.75,202403,21,76200,12,1993,2024-03-21,사당동신동아4
서울특별시,동대문구,휘경동,57,주공2,59.13,202403,20,60600,2,2001,2024-03-20,휘경동주공2
서울특별시,동대문구,휘경동,57,주공2,39.98,202403,20,36000,11,2001,2024-03-20,휘경동주공2
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202403,19,132000,1,1992,2024-03-19,성원대치2단지아파트
서울특별시,동대문구,휘경동,57,주공2,39.98,202403,19,43000,3,2001,2024-03-19,휘경동주공2
서울특별시,동대문구,휘경동,57,주공1,114.96,202403,17,87000,4,2001,2024-03-17,휘경동주공1
서울특별시,동대문구,휘경동,57,주공2,59.97,202403,17,61000,8,2001,2024-03-17,휘경동주공2
서울특별시,동작구,사당동,105,극동(105),59.25,202403,16,92800,12,1993,2024-03-16,극동(105)
서울특별시,동작구,사당동,105,극동(105),46.75,202403,16,74000,10,1993,2024-03-16,극동(105)
서울특별시,동대문구,휘경동,57,주공1,114.73,202403,16,85000,1,2001,2024-03-16,휘경동주공1
서울특별시,동대문구,휘경동,57,주공1,84.8,202403,15,79000,21,2001,2024-03-15,휘경동주공1
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202403,14,133620,13,1992,2024-03-14,성원대치2단지아파트
서울특별시,동작구,사당동,105,극동(105),109.7,202403,14,108500,11,1993,2024-03-14,극동(105)
서울특별시,광진구,광장동,218-1,극동2,84.55,202403,14,145500,1,1989,2024-03-14,극동2
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202403,13,177000,8,1983,2024-03-13,개포주공7단지
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202403,13,177000,8,1983,2024-03-13,개포주공7단지
서울특별시,동대문구,휘경동,57,주공1,84.84,202403,12,74100,3,2001,2024-03-12,휘경동주공1
서울특별시,동작구,사당동,105,극동(105),51.57,202403,11,86000,7,1993,2024-03-11,극동(105)
서울특별시,동대문구,휘경동,57,주공2,39.98,202403,11,45000,8,2001,2024-03-11,휘경동주공2
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202403,10,115000,9,1992,2024-03-10,삼익대청아파트
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202403,10,115000,10,1992,2024-03-10,삼익대청아파트
서울특별시,노원구,하계동,284,한신1,27.0,202403,9,30400,12,1988,2024-03-09,하계동한신1
서울특별시,동작구,사당동,105,사당우성2,84.66,202403,9,120000,8,1993,2024-03-09,사당우성2
서울특별시,광진구,광장동,218-1,극동2,84.55,202403,9,160000,12,1989,2024-03-09,극동2
서울특별시,광진구,광장동,218-1,극동2,84.55,202403,9,160000,12,1989,2024-03-09,극동2
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202403,6,226000,2,1983,2024-03-06,개포주공6단지
서울특별시,강남구,개포동,185,개포주공7단지,60.76,202403,6,200000,9,1983,2024-03-06,개포주공7단지
서울특별시,노원구,하계동,284,한신1,27.0,202403,6,25300,1,1988,2024-03-06,하계동한신1
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202403,5,115000,13,1992,2024-03-05,성원대치2단지아파트
서울특별시,동작구,사당동,105,사당우성2,59.89,202403,4,96730,11,1993,2024-03-04,사당우성2
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202403,1,227000,4,1983,2024-03-01,개포주공6단지
서울특별시,강남구,개포동,12,삼익대청아파트,60.0,202403,1,160000,4,1992,2024-03-01,삼익대청아파트
서울특별시,강남구,개포동,185,개포주공6단지,53.06,202403,1,180000,10,1983,2024-03-01,개포주공6단지
서울특별시,동대문구,휘경동,57,주공2,39.98,202403,1,43000,3,2001,2024-03-01,휘경동주공2
서울특별시,광진구,광장동,218-1,극동2,75.55,202403,1,141500,12,1989,2024-03-01,극동2
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202402,29,99000,3,1992,2024-02-29,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202402,27,131500,4,1992,2024-02-27,성원대치2단지아파트
서울특별시,동작구,사당동,105,사당우성3,108.08,202402,26,128000,9,1993,2024-02-26,사당우성3
서울특별시,광진구,광장동,218-1,극동2,84.55,202402,24,159000,11,1989,2024-02-24,극동2
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202402,24,96500,4,1992,2024-02-24,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202402,24,96500,4,1992,2024-02-24,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공6단지,53.06,202402,24,184000,9,1983,2024-02-24,개포주공6단지
서울특별시,강남구,개포동,185,개포주공7단지,60.76,202402,24,192000,11,1983,2024-02-24,개포주공7단지
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202402,24,134000,10,1992,2024-02-24,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공7단지,83.7,202402,24,255000,6,1983,2024-02-24,개포주공7단지
서울특별시,강남구,개포동,185,개포주공7단지,83.7,202402,23,257000,11,1983,2024-02-23,개포주공7단지
서울특별시,동작구,사당동,105,극동(105),84.32,202402,23,98400,19,1993,2024-02-23,극동(105)
서울특별시,동대문구,휘경동,57,주공2,39.98,202402,22,42000,11,2001,2024-02-22,휘경동주공2
서울특별시,광진구,광장동,218-1,극동2,102.61,202402,22,182500,13,1989,2024-02-22,극동2
서울특별시,강남구,개포동,185,개포주공7단지,73.26,202402,22,227000,15,1983,2024-02-22,개포주공7단지
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202402,21,136600,5,1992,2024-02-21,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공7단지,60.76,202402,21,194000,3,1983,2024-02-21,개포주공7단지
서울특별시,강남구,개포동,185,개포주공6단지,53.06,202402,21,179500,8,1983,2024-02-21,개포주공6단지
서울특별시,강남구,개포동,12,삼익대청아파트,39.53,202402,19,115000,6,1992,2024-02-19,삼익대청아파트
서울특별시,동작구,사당동,105,사당우성2,46.75,202402,19,75000,3,1993,2024-02-19,사당우성2
서울특별시,노원구,하계동,284,청구,70.69,202402,19,65000,11,1988,2024-02-19,하계동청구
서울특별시,광진구,광장동,218-1,극동1,126.94,202402,17,199000,4,1985,2024-02-17,극동1
서울특별시,광진구,광장동,218-1,극동2,75.55,202402,17,143000,13,1989,2024-02-17,극동2
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202402,17,103000,1,1992,2024-02-17,성원대치2단지아파트
서울특별시,강남구,개포동,185,개포주공7단지,60.76,202402,16,190000,2,1983,2024-02-16,개포주공7단지
서울특별시,동작구,사당동,105,사당우성2,118.25,202402,16,134000,8,1993,2024-02-16,사당우성2
서울특별시,동작구,사당동,105,극동(105),59.25,202402,14,89000,9,1993,2024-02-14,극동(105)
서울특별시,동대문구,휘경동,57,주공1,114.73,202402,13,83000,1,2001,2024-02-13,휘경동주공1
서울특별시,강남구,개포동,185,개포주공6단지,60.13,202402,7,185000,14,1983,2024-02-07,개포주공6단지
서울특별시,강남구,개포동,185,개포주공6단지,53.06,202402,7,180000,10,1983,2024-02-07,개포주공6단지
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202402,7,256500,10,1983,2024-02-07,개포주공6단지
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202402,7,256500,10,1983,2024-02-07,개포주공6단지
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202402,7,135000,4,1992,2024-02-07,성원대치2단지아파트
서울특별시,광진구,광장동,218-1,극동2,75.55,202402,7,140000,6,1989,2024-02-07,극동2
서울특별시,강남구,개포동,185,개포주공7단지,73.26,202402,6,219000,15,1983,2024-02-06,개포주공7단지
서울특별시,강남구,개포동,185,개포주공6단지,73.02,202402,6,225000,7,1983,2024-02-06,개포주공6단지
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202402,5,176000,14,1983,2024-02-05,개포주공7단지
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202402,3,250000,9,1983,2024-02-03,개포주공6단지
서울특별시,동작구,사당동,105,극동(105),59.25,202402,2,84000,1,1993,2024-02-02,극동(105)
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202402,2,137000,11,1992,2024-02-02,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,49.86,202402,2,135000,5,1992,2024-02-02,성원대치2단지아파트
서울특별시,광진구,광장동,218-1,극동2,156.91,202402,2,215000,14,1989,2024-02-02,극동2
서울특별시,강남구,개포동,185,개포주공6단지,83.21,202402,1,257000,12,1983,2024-02-01,개포주공6단지
서울특별시,동작구,사당동,105,극동(105),59.25,202402,1,92000,7,1993,2024-02-01,극동(105)
서울특별시,동대문구,휘경동,57,주공1,84.29,202401,31,74000,20,2001,2024-01-31,휘경동주공1
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202401,31,175000,5,1983,2024-01-31,개포주공7단지
서울특별시,동작구,사당동,105,극동(105),46.75,202401,31,72000,3,1993,2024-01-31,극동(105)
서울특별시,동작구,사당동,105,신동아4,84.46,202401,31,110000,2,1993,2024-01-31,사당동신동아4
서울특별시,동작구,사당동,105,극동(105),46.75,202401,31,72000,3,1993,2024-01-31,극동(105)
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202401,31,175000,5,1983,2024-01-31,개포주공7단지
서울특별시,광진구,광장동,218-1,극동1,156.92,202401,30,220000,8,1985,2024-01-30,극동1
