sido,gugun,dong,deal_ym,aptcode,price_84m2,built_date,households
서울특별시,강서구,등촌동,202405,A15703005,93392,2003-10-30,196.0
서울특별시,강서구,등촌동,202405,A15703204,96345,2004-01-07,1653.0
서울특별시,강서구,등촌동,202405,A15703304,101346,1995-06-05,505.0
서울특별시,강서구,등촌동,202405,A15703306,118109,1995-10-10,566.0
서울특별시,강서구,등촌동,202405,A15703307,91000,1995-07-13,680.0
서울특별시,강서구,등촌동,202405,A15703308,112084,1995-10-10,1016.0
서울특별시,강서구,등촌동,202405,A15772902,74454,1992-05-27,110.0
서울특별시,강서구,등촌동,202405,A15783701,78051,2000-05-12,168.0
서울특별시,강서구,등촌동,202405,A15783703,86952,2002-05-18,222.0
서울특별시,강서구,등촌동,202405,A15783806,92527,1997-10-29,317.0
서울특별시,강서구,등촌동,202405,A15783905,86863,1997-12-17,244.0
서울특별시,강서구,등촌동,202405,A15783907,101563,1999-06-29,339.0
서울특별시,강서구,등촌동,202406,A10023543,125618,2022-03-11,220.0
서울특별시,강서구,등촌동,202406,A15703002,91165,2000-07-27,241.0
서울특별시,강서구,등촌동,202406,A15703004,90083,1994-12-07,712.0
서울특별시,강서구,등촌동,202406,A15703204,91063,2004-01-07,1653.0
서울특별시,강서구,등촌동,202406,A15703301,110082,1994-11-04,445.0
서울특별시,강서구,등촌동,202406,A15703302,75421,1995-11-27,457.0
서울특별시,강서구,등촌동,202406,A15703303,81606,1994-10-29,488.0
서울특별시,강서구,등촌동,202406,A15703304,104694,1995-06-05,505.0
서울특별시,강서구,등촌동,202406,A15703306,108334,1995-10-10,566.0
서울특별시,강서구,등촌동,202406,A15703307,97325,1995-07-13,680.0
서울특별시,강서구,등촌동,202406,A15703308,117365,1995-10-10,1016.0
서울특별시,강서구,등촌동,202406,A15703309,108556,1995-10-10,1045.0
서울특별시,강서구,등촌동,202406,A15783806,90287,1997-10-29,317.0
서울특별시,강서구,등촌동,202406,A15783902,81581,1998-06-25,186.0
서울특별시,강서구,등촌동,202406,A15783905,84211,1997-12-17,244.0
서울특별시,강서구,등촌동,202406,A15783907,90015,1999-06-29,339.0
서울특별시,강서구,등촌동,202406,A15784003,78680,1999-06-14,191.0
서울특별시,강서구,등촌동,202406,A15784402,87249,1995-09-15,221.0
서울특별시,강서구,등촌동,202407,A10023543,134616,2022-03-11,220.0
서울특별시,강서구,등촌동,202407,A15703001,99476,2003-11-19,200.0
서울특별시,강서구,등촌동,202407,A15703004,91266,1994-12-07,712.0
서울특별시,강서구,등촌동,202407,A15703005,90287,2003-10-30,196.0
서울특별시,강서구,등촌동,202407,A15703204,84919,2004-01-07,1653.0
서울특별시,강서구,등촌동,202407,A15703301,107494,1994-11-04,445.0
서울특별시,강서구,등촌동,202407,A15703302,65494,1995-11-27,457.0
서울특별시,강서구,등촌동,202407,A15703303,81899,1994-10-29,488.0
서울특별시,강서구,등촌동,202407,A15703304,101547,1995-06-05,505.0
서울특별시,강서구,등촌동,202407,A15703306,113382,1995-10-10,566.0
서울특별시,강서구,등촌동,202407,A15703307,85000,1995-07-13,680.0
서울특별시,강서구,등촌동,202407,A15703308,115059,1995-10-10,1016.0
서울특별시,강서구,등촌동,202407,A15783701,94614,2000-05-12,168.0
서울특별시,강서구,등촌동,202407,A15783806,88708,1997-10-29,317.0
서울특별시,강서구,등촌동,202407,A15783902,81581,1998-06-25,186.0
서울특별시,강서구,등촌동,202407,A15783905,84000,1997-12-17,244.0
서울특별시,강서구,등촌동,202407,A15783907,94047,1999-06-29,339.0
서울특별시,강서구,등촌동,202408,A10023543,126585,2022-03-11,220.0
서울특별시,강서구,등촌동,202408,A15703204,88594,2004-01-07,1653.0
서울특별시,강서구,등촌동,202408,A15703301,108406,1994-11-04,445.0
서울특별시,강서구,등촌동,202408,A15703302,68243,1995-11-27,457.0
서울특별시,강서구,등촌동,202408,A15703303,86494,1994-10-29,488.0
서울특별시,강서구,등촌동,202408,A15703304,103930,1995-06-05,505.0
서울특별시,강서구,등촌동,202408,A15703306,115965,1995-10-10,566.0
서울특별시,강서구,등촌동,202408,A15703307,90210,1995-07-13,680.0
서울특별시,강서구,등촌동,202408,A15703308,117158,1995-10-10,1016.0
서울특별시,강서구,등촌동,202408,A15703309,113892,1995-10-10,1045.0
서울특별시,강서구,등촌동,202408,A15772902,78552,1992-05-27,110.0
서울특별시,강서구,등촌동,202408,A15783701,65927,2000-05-12,168.0
서울특별시,강서구,등촌동,202408,A15783806,88670,1997-10-29,317.0
서울특별시,강서구,등촌동,202408,A15783905,78069,1997-12-17,244.0
서울특별시,강서구,등촌동,202408,A15783907,88136,1999-06-29,339.0
서울특별시,강서구,등촌동,202408,A15784201,71450,1995-07-13,170.0
서울특별시,강서구,등촌동,202409,A15703005,95480,2003-10-30,196.0
서울특별시,강서구,등촌동,202409,A15703204,79087,2004-01-07,1653.0
서울특별시,강서구,등촌동,202409,A15703301,112381,1994-11-04,445.0
서울특별시,강서구,등촌동,202409,A15703304,102352,1995-06-05,505.0
서울특별시,강서구,등촌동,202409,A15703308,114850,1995-10-10,1016.0
서울특별시,강서구,등촌동,202409,A15703309,107901,1995-10-10,1045.0
서울특별시,강서구,등촌동,202409,A15772902,79087,1992-05-27,110.0
서울특별시,강서구,등촌동,202409,A15783703,75752,2002-05-18,222.0
서울특별시,강서구,등촌동,202409,A15783806,86927,1997-10-29,317.0
서울특별시,강서구,등촌동,202410,A10023543,138739,2022-03-11,220.0
서울특별시,강서구,등촌동,202410,A15703001,92476,2003-11-19,200.0
서울특별시,강서구,등촌동,202410,A15703004,79681,1994-12-07,712.0
서울특별시,강서구,등촌동,202410,A15703005,92374,2003-10-30,196.0
서울특별시,강서구,등촌동,202410,A15703204,87754,2004-01-07,1653.0
서울특별시,강서구,등촌동,202410,A15703301,114888,1994-11-04,445.0
서울특별시,강서구,등촌동,202410,A15703304,109378,1995-06-05,505.0
서울특별시,강서구,등촌동,202410,A15703306,107621,1995-10-10,566.0
서울특별시,강서구,등촌동,202410,A15703308,119127,1995-10-10,1016.0
서울특별시,강서구,등촌동,202410,A15703309,109819,1995-10-10,1045.0
서울특별시,강서구,등촌동,202410,A15772902,76109,1992-05-27,110.0
서울특별시,강서구,등촌동,202410,A15783806,95327,1997-10-29,317.0
서울특별시,강서구,등촌동,202410,A15783907,104770,1999-06-29,339.0
서울특별시,강서구,등촌동,202410,A15784003,95276,1999-06-14,191.0
서울특별시,강서구,등촌동,202411,A10023543,125363,2022-03-11,220.0
서울특별시,강서구,등촌동,202411,A15703004,90617,1994-12-07,712.0
서울특별시,강서구,등촌동,202411,A15703005,84000,2003-10-30,196.0
서울특별시,강서구,등촌동,202411,A15703204,75599,2004-01-07,1653.0
서울특별시,강서구,등촌동,202411,A15703301,98330,1994-11-04,445.0
서울특별시,강서구,등촌동,202411,A15703306,108334,1995-10-10,566.0
서울특별시,강서구,등촌동,202411,A15703308,115067,1995-10-10,1016.0
서울특별시,강서구,등촌동,202411,A15703309,109250,1995-10-10,1045.0
서울특별시,강서구,등촌동,202411,A15772902,75320,1992-05-27,110.0
서울특별시,강서구,등촌동,202411,A15783806,83898,1997-10-29,317.0
서울특별시,강서구,등촌동,202411,A15783902,92705,1998-06-25,186.0
서울특별시,강서구,등촌동,202411,A15783905,81021,1997-12-17,244.0
서울특별시,강서구,등촌동,202411,A15783907,87728,1999-06-29,339.0
서울특별시,강서구,등촌동,202411,A15784003,93876,1999-06-14,191.0
서울특별시,강서구,등촌동,202412,A10023543,155476,2022-03-11,220.0
서울특별시,강서구,등촌동,202412,A15703204,98814,2004-01-07,1653.0
서울특별시,강서구,등촌동,202412,A15703301,113883,1994-11-04,445.0
서울특별시,강서구,등촌동,202412,A15703303,80080,1994-10-29,488.0
서울특별시,강서구,등촌동,202412,A15703304,105228,1995-06-05,505.0
서울특별시,강서구,등촌동,202412,A15703306,117218,1995-10-10,566.0
서울특별시,강서구,등촌동,202412,A15703308,118669,1995-10-10,1016.0
서울특별시,강서구,등촌동,202412,A15703309,99680,1995-10-10,1045.0
서울특별시,강서구,등촌동,202412,A15784003,74250,1999-06-14,191.0
서울특별시,강서구,마곡동,202401,A10027433,125669,2016-07-22,531.0
서울특별시,강서구,마곡동,202401,A10027687,140610,2017-08-03,603.0
서울특별시,강서구,마곡동,202401,A15721001,79087,2005-11-21,180.0
서울특별시,강서구,마곡동,202401,A15721003,77585,1993-12-23,253.0
서울특별시,강서구,마곡동,202401,A15721006,127018,2014-06-12,1466.0
서울특별시,강서구,마곡동,202401,A15728011,140483,2014-05-29,1171.0
서울특별시,강서구,마곡동,202402,A10027433,125669,2016-07-22,531.0
서울특별시,강서구,마곡동,202402,A15721003,87779,1993-12-23,253.0
서울특별시,강서구,마곡동,202402,A15721004,93036,2005-02-14,258.0
서울특별시,강서구,마곡동,202402,A15721007,127960,2014-06-12,1004.0
서울특별시,강서구,마곡동,202402,A15721009,121163,2014-06-19,408.0
서울특별시,강서구,마곡동,202402,A15722009,115436,2014-06-19,237.0
서울특별시,강서구,마곡동,202403,A10024426,147330,2021-02-15,1529.0
서울특별시,강서구,마곡동,202403,A10026879,143967,2017-04-10,1194.0
서울특별시,강서구,마곡동,202403,A10027687,135154,2017-08-03,603.0
서울특별시,강서구,마곡동,202403,A15721005,77725,1999-06-25,479.0
서울특별시,강서구,마곡동,202403,A15721007,134807,2014-06-12,1004.0
서울특별시,강서구,마곡동,202403,A15722009,117803,2014-06-19,237.0
서울특별시,강서구,마곡동,202403,A15722010,97872,2014-06-26,439.0
서울특별시,강서구,마곡동,202404,A10024426,139940,2021-02-15,1529.0
서울특별시,강서구,마곡동,202404,A10026879,144619,2017-04-10,1194.0
서울특별시,강서구,마곡동,202404,A10027403,126661,2016-09-12,363.0
서울특별시,강서구,마곡동,202404,A10027687,127506,2017-08-03,603.0
서울특별시,강서구,마곡동,202404,A15721001,76643,2005-11-21,180.0
서울특별시,강서구,마곡동,202404,A15721004,96485,2005-02-14,258.0
서울특별시,강서구,마곡동,202404,A15721005,75777,1999-06-25,479.0
서울특별시,강서구,마곡동,202404,A15721006,134909,2014-06-12,1466.0
서울특별시,강서구,마곡동,202404,A15721007,128850,2014-06-12,1004.0
서울특별시,강서구,마곡동,202404,A15721008,114061,2014-06-20,420.0
서울특별시,강서구,마곡동,202404,A15721010,133585,2014-05-29,1270.0
서울특별시,강서구,마곡동,202404,A15721011,112967,2014-06-19,315.0
서울특별시,강서구,마곡동,202404,A15728011,130658,2014-05-29,1171.0
서울특별시,강서구,마곡동,202405,A10024426,157928,2021-02-15,1529.0
서울특별시,강서구,마곡동,202405,A10026879,143605,2017-04-10,1194.0
서울특별시,강서구,마곡동,202405,A10027403,148535,2016-09-12,363.0
서울특별시,강서구,마곡동,202405,A10027433,133560,2016-07-22,531.0
서울특별시,강서구,마곡동,202405,A10027687,141017,2017-08-03,603.0
서울특별시,강서구,마곡동,202405,A15721003,96065,1993-12-23,253.0
서울특별시,강서구,마곡동,202405,A15721004,98296,2005-02-14,258.0
서울특별시,강서구,마곡동,202405,A15721005,82040,1999-06-25,479.0
서울특별시,강서구,마곡동,202405,A15721006,135405,2014-06-12,1466.0
서울특별시,강서구,마곡동,202405,A15721010,126560,2014-05-29,1270.0
서울특별시,강서구,마곡동,202405,A15722009,120170,2014-06-19,237.0
서울특별시,강서구,마곡동,202405,A15722010,116989,2014-06-26,439.0
서울특별시,강서구,마곡동,202405,A15728011,132617,2014-05-29,1171.0
서울특별시,강서구,마곡동,202406,A10024426,139694,2021-02-15,1529.0
서울특별시,강서구,마곡동,202406,A10026879,144118,2017-04-10,1194.0
서울특별시,강서구,마곡동,202406,A10027403,161025,2016-09-12,363.0
서울특별시,강서구,마곡동,202406,A10027433,125872,2016-07-22,531.0
서울특별시,강서구,마곡동,202406,A10027452,128621,2016-08-09,550.0
서울특별시,강서구,마곡동,202406,A10027687,131956,2017-08-03,603.0
서울특별시,강서구,마곡동,202406,A15721004,113959,2005-02-14,258.0
서울특별시,강서구,마곡동,202406,A15721005,80792,1999-06-25,479.0
서울특별시,강서구,마곡동,202406,A15721006,133687,2014-06-12,1466.0
서울특별시,강서구,마곡동,202406,A15721010,135952,2014-05-29,1270.0
서울특별시,강서구,마곡동,202406,A15721011,109327,2014-06-19,315.0
서울특별시,강서구,마곡동,202406,A15722009,123734,2014-06-19,237.0
서울특별시,강서구,마곡동,202406,A15722010,109581,2014-06-26,439.0
서울특별시,강서구,마곡동,202406,A15728011,134730,2014-05-29,1171.0
서울특별시,강서구,마곡동,202407,A10024426,136665,2021-02-15,1529.0
서울특별시,강서구,마곡동,202407,A10026879,149088,2017-04-10,1194.0
서울특별시,강서구,마곡동,202407,A10027371,136563,2016-09-12,347.0
서울특별시,강서구,마곡동,202407,A10027403,151339,2016-09-12,363.0
서울특별시,강서구,마곡동,202407,A10027433,161560,2016-07-22,531.0
서울특별시,강서구,마곡동,202407,A10027687,145565,2017-08-03,603.0
서울특별시,강서구,마곡동,202407,A15721001,88734,2005-11-21,180.0
서울특별시,강서구,마곡동,202407,A15721003,100952,1993-12-23,253.0
서울특별시,강서구,마곡동,202407,A15721004,116836,2005-02-14,258.0
서울특별시,강서구,마곡동,202407,A15721005,79176,1999-06-25,479.0
서울특별시,강서구,마곡동,202407,A15721006,125389,2014-06-12,1466.0
서울특별시,강서구,마곡동,202407,A15721007,146885,2014-06-12,1004.0
서울특별시,강서구,마곡동,202407,A15721010,137365,2014-05-29,1270.0
서울특별시,강서구,마곡동,202407,A15728011,134475,2014-05-29,1171.0
서울특별시,강서구,마곡동,202408,A10024426,144568,2021-02-15,1529.0
서울특별시,강서구,마곡동,202408,A10026879,150410,2017-04-10,1194.0
서울특별시,강서구,마곡동,202408,A10027433,150932,2016-07-22,531.0
서울특별시,강서구,마곡동,202408,A10027687,147271,2017-08-03,603.0
서울특별시,강서구,마곡동,202408,A15721003,95428,1993-12-23,253.0
서울특별시,강서구,마곡동,202408,A15721004,117277,2005-02-14,258.0
서울특별시,강서구,마곡동,202408,A15721005,98712,1999-06-25,479.0
서울특별시,강서구,마곡동,202408,A15721006,147432,2014-06-12,1466.0
서울특별시,강서구,마곡동,202408,A15721007,135214,2014-06-12,1004.0
서울특별시,강서구,마곡동,202408,A15721010,132045,2014-05-29,1270.0
서울특별시,강서구,마곡동,202408,A15722009,123632,2014-06-19,237.0
서울특별시,강서구,마곡동,202408,A15728011,117574,2014-05-29,1171.0
서울특별시,강서구,마곡동,202409,A10024426,141858,2021-02-15,1529.0
서울특별시,강서구,마곡동,202409,A10026879,176094,2017-04-10,1194.0
서울특별시,강서구,마곡동,202409,A15721005,80360,1999-06-25,479.0
서울특별시,강서구,마곡동,202409,A15721007,159436,2014-06-12,1004.0
서울특별시,강서구,마곡동,202409,A15728011,131218,2014-05-29,1171.0
서울특별시,강서구,마곡동,202410,A10024426,172581,2021-02-15,1529.0
서울특별시,강서구,마곡동,202410,A10026879,143550,2017-04-10,1194.0
서울특별시,강서구,마곡동,202410,A10027433,133101,2016-07-22,531.0
서울특별시,강서구,마곡동,202410,A10027687,117370,2017-08-03,603.0
서울특별시,강서구,마곡동,202410,A15721003,107825,1993-12-23,253.0
서울특별시,강서구,마곡동,202410,A15721005,84776,1999-06-25,479.0
서울특별시,강서구,마곡동,202410,A15721006,123454,2014-06-12,1466.0
서울특별시,강서구,마곡동,202410,A15728011,122207,2014-05-29,1171.0
서울특별시,강서구,마곡동,202411,A10024426,141921,2021-02-15,1529.0
서울특별시,강서구,마곡동,202411,A10026879,161133,2017-04-10,1194.0
서울특별시,강서구,마곡동,202411,A10027687,141832,2017-08-03,603.0
서울특별시,강서구,마곡동,202411,A15721005,98025,1999-06-25,479.0
서울특별시,강서구,마곡동,202411,A15721007,159281,2014-06-12,1004.0
서울특별시,강서구,마곡동,202411,A15721009,116581,2014-06-19,408.0
서울특별시,강서구,마곡동,202411,A15721010,143546,2014-05-29,1270.0
서울특별시,강서구,마곡동,202411,A15728011,167872,2014-05-29,1171.0
서울특별시,강서구,마곡동,202412,A15721003,88963,1993-12-23,253.0
서울특별시,강서구,마곡동,202412,A15721005,90567,1999-06-25,479.0
서울특별시,강서구,마곡동,202412,A15721007,170965,2014-06-12,1004.0
서울특별시,강서구,방화동,202401,A15722005,76923,2004-05-11,354.0
서울특별시,강서구,방화동,202401,A15722203,67327,1995-12-16,224.0
서울특별시,강서구,방화동,202401,A15722204,58036,2003-10-28,279.0
서울특별시,강서구,방화동,202401,A15722304,63738,2004-12-23,213.0
서울특별시,강서구,방화동,202401,A15722306,55363,1998-08-21,284.0
서울특별시,강서구,방화동,202401,A15722307,76821,1994-07-29,387.0
서울특별시,강서구,방화동,202401,A15777501,83350,1994-05-14,930.0
서울특별시,강서구,방화동,202401,A15778101,76796,1993-12-16,686.0
서울특별시,강서구,방화동,202401,A15785507,69414,1993-11-26,337.0
서울특별시,강서구,방화동,202401,A15785613,95861,1994-08-17,1372.0
서울특별시,강서구,방화동,202401,A15785703,59207,1999-08-16,206.0
서울특별시,강서구,방화동,202401,A15785711,82217,1993-10-25,984.0
서울특별시,강서구,방화동,202402,A15722003,65749,2002-09-13,285.0
서울특별시,강서구,방화동,202402,A15722005,75743,2004-05-11,354.0
서울특별시,강서구,방화동,202402,A15722108,72367,2003-11-29,407.0
서울특별시,강서구,방화동,202402,A15722307,67429,1994-07-29,387.0
서울특별시,강서구,방화동,202402,A15777501,80487,1994-05-14,930.0
서울특별시,강서구,방화동,202402,A15778101,86379,1993-12-16,686.0
서울특별시,강서구,방화동,202402,A15785002,81327,2005-06-02,187.0
서울특별시,강서구,방화동,202402,A15785608,59360,1994-03-31,462.0
서울특별시,강서구,방화동,202402,A15785613,98254,1994-08-17,1372.0
서울특별시,강서구,방화동,202402,A15785703,55236,1999-08-16,206.0
서울특별시,강서구,방화동,202402,A15785709,83210,1994-07-28,488.0
서울특별시,강서구,방화동,202402,A15785711,83433,1993-10-25,984.0
서울특별시,강서구,방화동,202403,A10024505,101773,2020-11-26,298.0
서울특별시,강서구,방화동,202403,A15722201,66690,2003-06-02,154.0
서울특별시,강서구,방화동,202403,A15722203,79036,1995-12-16,224.0
서울특별시,강서구,방화동,202403,A15722306,66678,1998-08-21,284.0
서울특별시,강서구,방화동,202403,A15722307,76821,1994-07-29,387.0
서울특별시,강서구,방화동,202403,A15777501,81072,1994-05-14,930.0
서울특별시,강서구,방화동,202403,A15778101,73156,1993-12-16,686.0
서울특별시,강서구,방화동,202403,A15785002,66538,2005-06-02,187.0
서울특별시,강서구,방화동,202403,A15785608,62414,1994-03-31,462.0
서울특별시,강서구,방화동,202403,A15785613,97380,1994-08-17,1372.0
서울특별시,강서구,방화동,202403,A15785709,85349,1994-07-28,488.0
서울특별시,강서구,방화동,202404,A10024505,105127,2020-11-26,298.0
서울특별시,강서구,방화동,202404,A15722005,88301,2004-05-11,354.0
서울특별시,강서구,방화동,202404,A15722108,69694,2003-11-29,407.0
서울특별시,강서구,방화동,202404,A15722306,56865,1998-08-21,284.0
서울특별시,강서구,방화동,202404,A15722307,79646,1994-07-29,387.0
서울특별시,강서구,방화동,202404,A15777501,78776,1994-05-14,930.0
서울특별시,강서구,방화동,202404,A15778101,81513,1993-12-16,686.0
서울특별시,강서구,방화동,202404,A15785608,62821,1994-03-31,462.0
서울특별시,강서구,방화동,202404,A15785613,94385,1994-08-17,1372.0
서울특별시,강서구,방화동,202404,A15785703,73945,1999-08-16,206.0
서울특별시,강서구,방화동,202404,A15785711,85900,1993-10-25,984.0
서울특별시,강서구,방화동,202405,A15722003,82905,2002-09-13,285.0
서울특별시,강서구,방화동,202405,A15722201,68676,2003-06-02,154.0
서울특별시,강서구,방화동,202405,A15722203,80589,1995-12-16,224.0
서울특별시,강서구,방화동,202405,A15722304,68192,2004-12-23,213.0
서울특별시,강서구,방화동,202405,A15722307,87640,1994-07-29,387.0
서울특별시,강서구,방화동,202405,A15777501,82996,1994-05-14,930.0
서울특별시,강서구,방화동,202405,A15778101,77941,1993-12-16,686.0
서울특별시,강서구,방화동,202405,A15785002,88352,2005-06-02,187.0
서울특별시,강서구,방화동,202405,A15785507,65214,1993-11-26,337.0
서울특별시,강서구,방화동,202405,A15785613,95403,1994-08-17,1372.0
서울특별시,강서구,방화동,202405,A15785703,82243,1999-08-16,206.0
서울특별시,강서구,방화동,202405,A15785709,83038,1994-07-28,488.0
서울특별시,강서구,방화동,202405,A15785710,59894,1994-08-24,680.0
서울특별시,강서구,방화동,202405,A15785711,82905,1993-10-25,984.0
서울특별시,강서구,방화동,202406,A10024505,107825,2020-11-26,298.0
서울특별시,강서구,방화동,202406,A15722005,71965,2004-05-11,354.0
서울특별시,강서구,방화동,202406,A15722108,74403,2003-11-29,407.0
서울특별시,강서구,방화동,202406,A15722203,80520,1995-12-16,224.0
서울특별시,강서구,방화동,202406,A15722304,68192,2004-12-23,213.0
서울특별시,강서구,방화동,202406,A15722306,36781,1998-08-21,284.0
서울특별시,강서구,방화동,202406,A15722307,79366,1994-07-29,387.0
서울특별시,강서구,방화동,202406,A15777501,82548,1994-05-14,930.0
서울특별시,강서구,방화동,202406,A15778101,90949,1993-12-16,686.0
서울특별시,강서구,방화동,202406,A15785002,77127,2005-06-02,187.0
서울특별시,강서구,방화동,202406,A15785507,74123,1993-11-26,337.0
서울특별시,강서구,방화동,202406,A15785601,62762,1994-09-09,160.0
서울특별시,강서구,방화동,202406,A15785608,62248,1994-03-31,462.0
서울특별시,강서구,방화동,202406,A15785613,93389,1994-08-17,1372.0
서울특별시,강서구,방화동,202406,A15785709,87270,1994-07-28,488.0
서울특별시,강서구,방화동,202406,A15785711,87215,1993-10-25,984.0
서울특별시,강서구,방화동,202407,A15722003,69465,2002-09-13,285.0
서울특별시,강서구,방화동,202407,A15722005,74161,2004-05-11,354.0
서울특별시,강서구,방화동,202407,A15722007,74887,1997-10-06,206.0
서울특별시,강서구,방화동,202407,A15722108,82040,2003-11-29,407.0
서울특별시,강서구,방화동,202407,A15722204,81327,2003-10-28,279.0
서울특별시,강서구,방화동,202407,A15722304,71552,2004-12-23,213.0
서울특별시,강서구,방화동,202407,A15722307,89695,1994-07-29,387.0
서울특별시,강서구,방화동,202407,A15777501,83363,1994-05-14,930.0
서울특별시,강서구,방화동,202407,A15778101,78889,1993-12-16,686.0
서울특별시,강서구,방화동,202407,A15785507,72532,1993-11-26,337.0
서울특별시,강서구,방화동,202407,A15785608,59321,1994-03-31,462.0
서울특별시,강서구,방화동,202407,A15785613,93911,1994-08-17,1372.0
서울특별시,강서구,방화동,202407,A15785709,90465,1994-07-28,488.0
서울특별시,강서구,방화동,202407,A15785711,86326,1993-10-25,984.0
서울특별시,강서구,방화동,202408,A10024505,110905,2020-11-26,298.0
서울특별시,강서구,방화동,202408,A15722003,87258,2002-09-13,285.0
서울특별시,강서구,방화동,202408,A15722102,51545,2003-02-24,205.0
서울특별시,강서구,방화동,202408,A15722108,87665,2003-11-29,407.0
서울특별시,강서구,방화동,202408,A15722203,74237,1995-12-16,224.0
서울특별시,강서구,방화동,202408,A15722204,82918,2003-10-28,279.0
서울특별시,강서구,방화동,202408,A15722306,73894,1998-08-21,284.0
서울특별시,강서구,방화동,202408,A15722307,82100,1994-07-29,387.0
서울특별시,강서구,방화동,202408,A15777501,83315,1994-05-14,930.0
서울특별시,강서구,방화동,202408,A15778101,90669,1993-12-16,686.0
서울특별시,강서구,방화동,202408,A15785002,76096,2005-06-02,187.0
서울특별시,강서구,방화동,202408,A15785507,74212,1993-11-26,337.0
서울특별시,강서구,방화동,202408,A15785608,59245,1994-03-31,462.0
서울특별시,강서구,방화동,202408,A15785613,96670,1994-08-17,1372.0
서울특별시,강서구,방화동,202408,A15785703,77228,1999-08-16,206.0
서울특별시,강서구,방화동,202408,A15785709,84496,1994-07-28,488.0
서울특별시,강서구,방화동,202408,A15785710,64705,1994-08-24,680.0
서울특별시,강서구,방화동,202408,A15785711,81352,1993-10-25,984.0
서울특별시,강서구,방화동,202409,A15722108,66232,2003-11-29,407.0
서울특별시,강서구,방화동,202409,A15722306,78120,1998-08-21,284.0
서울특별시,강서구,방화동,202409,A15722307,91152,1994-07-29,387.0
서울특별시,강서구,방화동,202409,A15778101,87029,1993-12-16,686.0
서울특별시,강서구,방화동,202409,A15785601,70967,1994-09-09,160.0
서울특별시,강서구,방화동,202409,A15785608,61829,1994-03-31,462.0
서울특별시,강서구,방화동,202409,A15785613,98145,1994-08-17,1372.0
서울특별시,강서구,방화동,202409,A15785709,88607,1994-07-28,488.0
서울특별시,강서구,방화동,202409,A15785710,75320,1994-08-24,680.0
서울특별시,강서구,방화동,202409,A15785711,82837,1993-10-25,984.0
서울특별시,강서구,방화동,202410,A10024505,109683,2020-11-26,298.0
서울특별시,강서구,방화동,202410,A15722003,69974,2002-09-13,285.0
서울특별시,강서구,방화동,202410,A15722005,78120,2004-05-11,354.0
서울특별시,강서구,방화동,202410,A15722102,90618,2003-02-24,205.0
서울특별시,강서구,방화동,202410,A15722201,58901,2003-06-02,154.0
서울특별시,강서구,방화동,202410,A15722203,75167,1995-12-16,224.0
서울특별시,강서구,방화동,202410,A15722204,79850,2003-10-28,279.0
서울특별시,강서구,방화동,202410,A15722306,73181,1998-08-21,284.0
서울특별시,강서구,방화동,202410,A15722307,86825,1994-07-29,387.0
서울특별시,강서구,방화동,202410,A15777501,80169,1994-05-14,930.0
서울특별시,강서구,방화동,202410,A15785507,74607,1993-11-26,337.0
서울특별시,강서구,방화동,202410,A15785608,62108,1994-03-31,462.0
서울특별시,강서구,방화동,202410,A15785613,90490,1994-08-17,1372.0
서울특별시,강서구,방화동,202410,A15785709,84636,1994-07-28,488.0
서울특별시,강서구,방화동,202410,A15785710,75752,1994-08-24,680.0
서울특별시,강서구,방화동,202410,A15785711,90149,1993-10-25,984.0
서울특별시,강서구,방화동,202411,A15722102,91025,2003-02-24,205.0
서울특별시,강서구,방화동,202411,A15722108,66461,2003-11-29,407.0
서울특별시,강서구,방화동,202411,A15722203,72290,1995-12-16,224.0
서울특별시,강서구,방화동,202411,A15777501,79659,1994-05-14,930.0
서울특별시,강서구,방화동,202411,A15785002,70000,2005-06-02,187.0
서울특별시,강서구,방화동,202411,A15785613,94989,1994-08-17,1372.0
서울특별시,강서구,방화동,202411,A15785709,79672,1994-07-28,488.0
서울특별시,강서구,방화동,202411,A15785711,89777,1993-10-25,984.0
서울특별시,강서구,방화동,202412,A10024505,93469,2020-11-26,298.0
서울특별시,강서구,방화동,202412,A15722203,79189,1995-12-16,224.0
서울특별시,강서구,방화동,202412,A15722304,86825,2004-12-23,213.0
서울특별시,강서구,방화동,202412,A15722306,60530,1998-08-21,284.0
서울특별시,강서구,방화동,202412,A15777501,80970,1994-05-14,930.0
서울특별시,강서구,방화동,202412,A15785613,96001,1994-08-17,1372.0
서울특별시,강서구,방화동,202412,A15785709,87487,1994-07-28,488.0
서울특별시,강서구,방화동,202412,A15785711,85552,1993-10-25,984.0
서울특별시,강서구,염창동,202401,A15704001,94385,2006-04-27,163.0
서울특별시,강서구,염창동,202401,A15704009,76961,1998-11-05,206.0
서울특별시,강서구,염창동,202401,A15704017,90605,2001-06-30,297.0
서울특별시,강서구,염창동,202401,A15704028,83541,1998-06-29,778.0
서울특별시,강서구,염창동,202401,A15785919,79494,1990-11-09,339.0
서울특별시,강서구,염창동,202401,A15786116,84152,1999-04-02,290.0
서울특별시,강서구,염창동,202401,A15786222,96014,1994-10-05,356.0
서울특별시,강서구,염창동,202401,A15786227,106221,1999-01-18,570.0
서울특별시,강서구,염창동,202401,A15786312,87894,1999-10-27,256.0
서울특별시,강서구,염창동,202401,A15786321,106450,1997-08-01,350.0
서울특별시,강서구,염창동,202401,A15786510,97516,1998-07-21,212.0
