complex_name,unmatched_count,gugun,dong,jibun
은혜스카이빌아파트,4,은평구,불광동,634
관악월드메르디앙,4,관악구,봉천동,1724
경향파크,4,은평구,구산동,162-1
관악위버폴리스,4,관악구,봉천동,859-17
마운틴뷰,4,종로구,구기동,125-5
송파해모로아파트,4,송파구,풍납동,512
아크로리버,4,광진구,구의동,589-10
이문2차푸르지오,4,동대문구,이문동,427
청담4차이-편한세상,4,강남구,청담동,28-20
경남하이빌,4,동대문구,장안동,578
현대201동,4,동작구,상도동,410
골드클래스,4,강동구,길동,414-5
현대아파트(75-1),4,강남구,청담동,75-1
청광플러스원큐브2차,4,강동구,길동,457
현대아파트3,4,강남구,개포동,177
건원베스트원,4,중랑구,면목동,105-4
북한산코오롱하늘채,4,도봉구,쌍문동,732
용산푸르지오써밋(420),4,용산구,한강로2가,420
현대프라자,4,영등포구,영등포동5가,49-1
효성,4,구로구,가리봉동,139
박석고개1단지힐스테이트(101~111동)BL2-12,4,은평구,진관동,101
신대림신동아파밀리에,4,영등포구,대림동,1124
신대림자이1단지,4,영등포구,대림동,1121
DMC자이1단지,4,은평구,수색동,75
DMC파크뷰자이5단지,4,서대문구,남가좌동,385
미소애,4,도봉구,창동,715-3
위너스이즈,4,관악구,봉천동,1608-28
미래,4,관악구,신림동,1563-85
세교예지안5차,4,강서구,화곡동,914-32
G밸리마인드,4,관악구,신림동,1655-17
HDX휴팰리스,4,서대문구,홍은동,465
보광드림타운,4,강서구,가양동,448-10
보라매갑을,4,관악구,신림동,1718
성우,4,관악구,신림동,10-622
에비뉴잠실,4,송파구,방이동,47-2
화랑,4,영등포구,여의도동,40-4
DMC서부인터빌,4,서대문구,북가좌동,467
반석블레스,4,서대문구,홍은동,440-1
시흥베르빌,4,금천구,시흥동,1015
월가타워,4,도봉구,창동,7
센트럴큐브,4,성동구,상왕십리동,12-47
(768-2),4,구로구,구로동,768-2
중앙하이츠(1269),4,구로구,구로동,1269
엠브이아파트,4,서초구,반포동,46
중앙하이츠(5지역),4,노원구,상계동,1068
방배아크로리버,4,서초구,방배동,752-36
중앙하이츠아쿠아,4,노원구,중계동,514
세원,4,마포구,성산동,142-9
벽산3,4,금천구,시흥동,1006
주성아우라,4,동대문구,이문동,254-40
세영아파트,4,성북구,장위동,233-608
세양청마루2차주상복합,4,양천구,신정동,201-1
중화동건영아파트,4,중랑구,중화동,42
월계역신도브래뉴,4,노원구,월계동,942
월계흥화브라운빌,4,노원구,월계동,939
신당블루카운티,4,중구,황학동,846
문래현대5차,4,영등포구,문래동5가,23-1
어반힐,4,영등포구,양평동1가,147
위례중앙푸르지오2단지,4,송파구,장지동,896
우장산에스케이뷰,4,강서구,화곡동,1158
양지쉐르빌아파트(415-1),4,동대문구,장안동,415-1
청담스위트,4,강남구,청담동,34-13
선릉역대우아이빌(890-49),4,강남구,대치동,890-49
신공덕e편한세상,4,마포구,신공덕동,168
신동아4,4,강동구,길동,92
종로동광모닝스카이,4,종로구,숭인동,1421-1
강남역우정에쉐르,4,강남구,역삼동,823-7
강동역두산위브센티움,4,강동구,천호동,155-5
홍제에스피엘,4,서대문구,홍제동,322-138
석탑아파트101동,4,강남구,삼성동,3-3
천호e-편한세상,4,강동구,천호동,333-55
명도힐스티지,4,금천구,독산동,962-32
강변그대가갤럭시,4,강동구,천호동,570
조이너스도곡,4,강남구,도곡동,950-19
연신내역트리플라102동,4,은평구,불광동,486-13
신개봉삼환,4,구로구,개봉동,170-30
목동2차아이파크,4,양천구,목동,758-2
천왕이펜하우스1단지,4,구로구,천왕동,282
종암선경,4,성북구,종암동,34-3
유원문래,4,영등포구,문래동6가,11-1
성산힐아파트,4,마포구,성산동,81-106
문래모아미래도,4,영등포구,문래동5가,67
문래건영,4,영등포구,문래동3가,93-1
창동현대타운,4,도봉구,창동,812
목동휘버스,4,양천구,신정동,995-3
"가락3차쌍용스윗닷홈101동,102동",4,송파구,가락동,53
송파레이크파크호반써밋Ⅰ,4,송파구,거여동,597
송파레이크파크호반써밋Ⅱ,4,송파구,거여동,607
유니드,4,강서구,내발산동,712-2
목동성원,4,양천구,목동,763-1
성동강변파크빌101(강변타워),4,광진구,구의동,657
목동금호베스트빌,4,양천구,목동,549
양천홈타운2차아파트,4,양천구,신월동,461-5
갈현동현대,4,은평구,갈현동,537
천왕연지타운2단지,4,구로구,천왕동,281
구로오네뜨시티,4,구로구,구로동,103-6
대우월드마크용산,4,용산구,한강로1가,64
우성102동,4,강동구,명일동,312-257
방화동진로아파트,4,강서구,방화동,804
라이프시티,4,은평구,갈현동,267-1
대성,4,구로구,구로동,799-1
대성유니트,4,중랑구,신내동,803
대아(제101상가동),4,송파구,풍납동,163
태성1,4,용산구,한남동,644-2
디아인스,4,강서구,화곡동,899-31
대우월드마크마포,4,마포구,신공덕동,173
대우유로카운티,4,동작구,상도동,420
래미안펜타빌,4,강남구,역삼동,713-7
상계주공10(저층),4,노원구,상계동,666
디벨라지오,4,송파구,방이동,211-7
오류동금호어울림,4,구로구,오류동,347
용마한신2,4,중랑구,면목동,1073
상계대림e편한세상,4,노원구,상계동,1301
등촌동보람쉬움아파트,4,강서구,등촌동,641-4
인왕산어울림,4,서대문구,홍제동,467
한빛골드빌1차,4,강동구,길동,384-1
장수마을2단지동원데쟈뷰,4,양천구,신월동,1049
대명사이버아파트,4,강동구,천호동,49-8
상도2차갑을명가,4,동작구,상도동,459
한신그린,4,서초구,잠원동,65-8
산호,4,용산구,원효로4가,118-16
다청림라인씨티,4,관악구,남현동,602-17
닷컴힐즈,4,관악구,봉천동,1653-1
당산어울림2차,4,영등포구,당산동3가,563
상림마을6단지푸르지오(622~629동)BL1-5,4,은평구,진관동,5
한솔애리즈1,4,강동구,성내동,410-16
코오롱오투빌2,4,강서구,등촌동,712
상록수1단지,4,노원구,상계동,1296
대동아파트2,4,노원구,공릉동,380-1
대림3,4,구로구,신도림동,691
대림e-편한세상6,4,구로구,신도림동,648
신안3,4,중랑구,묵동,384
대림우성2,4,구로구,구로동,120
대명벨리온,4,강남구,역삼동,727-2
한강훼미리주상복합아파트,4,동대문구,장안동,381-3
대치동우정에쉐르1,4,강남구,대치동,891-28
인택파크랜드,4,송파구,방이동,185
두산2,4,중랑구,면목동,1510
동진,4,노원구,중계동,103
삼익아파트.상가동,4,중랑구,중화동,438
동일씨티빌,4,송파구,가락동,16-12
동부(101동~103동),4,구로구,오류동,336
신영,4,중랑구,면목동,538
삼익그린뷰,4,동작구,사당동,1150
삼익그린11차,4,강동구,명일동,38
풍림1차,4,서대문구,홍은동,440-3
신안타워,4,구로구,구로동,100-8
동소문현대,4,성북구,돈암동,630
포스코트,4,강남구,삼성동,146
동익파크2동(355-98),4,은평구,구산동,355-98
자양동현대,4,광진구,자양동,645-5
동원베네스트아파트,4,서초구,서초동,1350-13
펭귄,4,동작구,신대방동,364-55
풍전,4,용산구,원효로4가,109-4
투니온,4,동대문구,이문동,256-2
태창네스트힐,4,강서구,화곡동,1146
피오레,4,성북구,정릉동,1024
삼환(101동),4,강남구,청담동,10
태천해오름아파트,4,강동구,천호동,52-17
더블유에스타워,4,관악구,봉천동,463-1
두원,4,중랑구,면목동,1521
더원센트럴,4,강남구,논현동,118-8
더위일,4,은평구,응암동,81-173
신성은하수,4,구로구,신도림동,640
더헤리츠,4,구로구,고척동,97
두영이지안,4,마포구,합정동,468
하이브2,4,강동구,천호동,164-70
테라팰리스건대2차,4,광진구,자양동,860
도봉금강아미움파크타운,4,도봉구,쌍문동,711
도봉파크빌2,4,도봉구,도봉동,647
잠실월드메르디앙,4,송파구,잠실동,175-4
동고,4,서초구,우면동,59
한신동성,4,노원구,하계동,256-5
대림역대성스카이렉스,4,구로구,구로동,107-1
나산,4,양천구,신월동,217-2
새롬,4,양천구,신월동,458-1
상암월드컵파크9단지,4,마포구,상암동,1752
정릉성원상떼빌,4,성북구,정릉동,1019
롯데관악타워,4,동작구,신대방동,395-67
글로벌팰리스,4,동대문구,장안동,415-10
장은하이빌,4,노원구,월계동,931
남서울건영아파트,4,금천구,시흥동,992-2
쌍용스위닷홈(201동),4,송파구,오금동,30-2
이펜하우스2단지,4,양천구,신정동,1322
남산센트럴자이,4,중구,충무로4가,306
상진지오벨리,4,양천구,목동,713-5
새로움아파트,4,도봉구,창동,731-54
장한평월드메르디앙,4,동대문구,장안동,573
로제리움2차,4,구로구,구로동,97
쌍용스윗닷홈(105동),4,송파구,가락동,51-1
롯데캐슬갤럭시,4,서초구,잠원동,50
금호(1차),4,관악구,신림동,1705
한전우성1,4,강동구,길동,332
한신잠실코아,4,송파구,신천동,11-9
롯데캐슬비엔,4,동작구,상도동,530
초안산쌍용스윗닷홈,4,노원구,월계동,945
초안산신도브래뉴,4,도봉구,창동,821
청호뜨레피움퍼스트아파트,4,강동구,둔촌동,64
신반포25,4,서초구,잠원동,61-1
썬앤빌,4,구로구,오류동,34-13
합정한강아파트,4,마포구,합정동,474
리버뷰,4,용산구,이촌동,300-27
신목동비바힐스,4,양천구,신월동,981-2
아름다운세상,4,양천구,신월동,1038
청량리역한양수자인그라시엘,4,동대문구,용두동,39-1
청명에버아트3차,4,동대문구,장안동,372-8
코오롱2,4,강동구,성내동,595
리첸시아용산A,4,용산구,원효로1가,133-3
사당휴브리지(206-127),4,동작구,사당동,206-127
아스타빌,4,구로구,구로동,108-4
현대(190-2),4,강북구,미아동,190-2
그랜드아파트,4,광진구,자양동,636-11
한신휴플러스그린파크,4,동대문구,답십리동,1001
코스모블루,4,관악구,봉천동,863-9
이안용산프리미어,4,용산구,문배동,3-3
로데오현대,4,강남구,신사동,658
송학파크팰리스,4,은평구,녹번동,83-47
논현베르빌,4,강남구,논현동,214-2
카후나빌,4,관악구,봉천동,41-258
신봉,4,관악구,봉천동,1705
우민늘푸른,3,구로구,구로동,1279
에이치비골드빌(103동),3,강동구,길동,384-5
에이치비골드빌(102동),3,강동구,길동,384-4
아이펠리스,3,관악구,봉천동,179-2
여의도리버뷰,3,영등포구,신길동,4942
염창힐스테이트,3,강서구,염창동,306
신일라이프,3,도봉구,쌍문동,726
수락파크빌,3,노원구,상계동,1269
신당역솔하임,3,중구,신당동,140-23
우남그랜드,3,노원구,월계동,930
염창3우성,3,강서구,염창동,272-28
아데나,3,관악구,신림동,534-1
여의도씨티아이,3,영등포구,영등포동1가,113-1
아이퍼스트빌,3,강동구,성내동,199-18
신세계4차,3,강서구,내발산동,665-6
신림동부센트레빌,3,관악구,신림동,1734
신금호두산위브,3,성동구,금호동1가,1818
용마산금호어울림,3,중랑구,면목동,1525
우정,3,동작구,대방동,505
예가크레시아,3,은평구,대조동,6-13
에이원,3,양천구,신월동,413-3
솔루체,3,마포구,망원동,439-1
송학휴스테이,3,도봉구,방학동,636
신구하이텍빌리지,3,서초구,방배동,865-24
솔렌시아,3,광진구,구의동,251-177
신암가온,3,강동구,길동,414-6
순영웰라이빌2차,3,구로구,구로동,97-2
신대방,3,동작구,신대방동,705
엠제이더퍼스트홍대,3,마포구,서교동,371-7
신원프라자,3,구로구,고척동,324
예주유니츠,3,구로구,고척동,335
신일해피트리3차(568),3,동대문구,장안동,568
안산맨숀,3,서대문구,홍제동,104-20
역삼동우정에쉐르1,3,강남구,역삼동,826-29
우영,3,강서구,화곡동,1147
신동아타워아파트,3,도봉구,방학동,736
시티플레이스,3,성북구,동소문동6가,3-1
욱현하이브Ⅲ,3,광진구,중곡동,699
신한이모르젠,3,양천구,목동,960
신한토탈,3,동작구,대방동,41
우원그린빌,3,구로구,구로동,110-9
양우내안애애플,3,동대문구,장안동,373-1
스카이캐슬아파트(512-8),3,양천구,신월동,512-8
신도브래뉴2차,3,양천구,신월동,1031
용산데시앙포레,3,용산구,효창동,288
신동아아파트5,3,도봉구,방학동,738
예스에이피엠,3,서대문구,대현동,145
우성2차,3,동작구,신대방동,565-21
애오개아이파크,3,마포구,아현동,780
쌍문금용,3,도봉구,쌍문동,321
송파파인타운12단지,3,송파구,장지동,855
신동아아파트3,3,도봉구,방학동,530
연희궁,3,서대문구,연희동,196-1
양천홈타운3차,3,양천구,신월동,470-26
송파파인타운2단지,3,송파구,장지동,835
아인하우스,3,용산구,효창동,5-42
신성미소지움아파트,3,노원구,공릉동,756
신일해피트리아파트101동,3,동대문구,장안동,564
신반포27,3,서초구,잠원동,56-2
수유현대,3,강북구,수유동,729
에비뉴청계Ⅰ,3,종로구,숭인동,1419-2
신반포르엘,3,서초구,잠원동,165
송파,3,송파구,송파동,194-1
쌍용스윗닷홈2차,3,송파구,거여동,27-5
신성수정,3,은평구,신사동,358
우물골2단지두산위브(201~203동)BL2-4,3,은평구,진관동,82
쌍용스윗닷홈1단지,3,송파구,오금동,29
수산동양빌,3,성북구,하월곡동,223
수명산그린시아,3,양천구,신월동,1070
신구강변연가,3,마포구,상수동,394
염창1차보람더하임,3,강서구,염창동,305
오류동역솔리스타,3,구로구,오류동,75-2
송파파인타운4단지,3,송파구,장지동,837
우암쎈스뷰아파트,3,도봉구,방학동,713-12
어반레프대원,3,강북구,수유동,50-24
우림카이저팰리스,3,성북구,종암동,132
용산KCC웰츠타워,3,용산구,문배동,11-10
신안2,3,중랑구,묵동,382
서초네이처힐6단지,3,서초구,우면동,737
센타폴리스,3,은평구,역촌동,85-12
청계천대성스카이렉스1,3,동대문구,신설동,109-13
마곡엠밸리5단지,3,강서구,마곡동,740
청구2차,3,서대문구,홍제동,453-1
엘리시아,3,종로구,평창동,66-1
청광,3,중랑구,망우동,575
마포트라팰리스,3,마포구,도화동,559
망우역신원아침도시,3,중랑구,신내동,838
광진파크하우스,3,광진구,구의동,682
로얄클래스,3,관악구,봉천동,1593-14
현대1(4차),3,노원구,중계동,577
현대1차101동~106동,3,강남구,개포동,653
천호롯데아파트,3,강동구,천호동,55-4
현대2(4차),3,노원구,중계동,578
현대4차저층(51~56동),3,강남구,압구정동,462
천호1차우림루미아트,3,강동구,천호동,47-24
구산그린빌,3,은평구,구산동,226
현대(60동),3,송파구,가락동,161-1
마곡에이치밸리움,3,강서구,내발산동,764
마곡경남아너스빌,3,강서구,마곡동,1513
그레이스,3,마포구,성산동,254-28
그린,3,종로구,창신동,23-326
청솔우성,3,구로구,고척동,329
청암1단지,3,노원구,상계동,1275
해태,3,강서구,공항동,1371
청우,3,동대문구,제기동,1158-10
청운아파트,3,동작구,상도동,301-226
르메이에르1차(344-1),3,동대문구,장안동,344-1
극동강변,3,동작구,본동,148-2
청화,3,마포구,망원동,422-12
롯데캐슬천지인,3,종로구,숭인동,76
함성월드빌,3,마포구,망원동,502
초원동아,3,강동구,둔촌동,621
현대강변,3,광진구,자양동,673
현대로얄,3,구로구,구로동,701-76
모아아파트,3,은평구,응암동,763
진흥펠리체,3,은평구,응암동,104-25
방배자이,3,서초구,방배동,888-53
건영장미아파트,3,노원구,공릉동,744
방배아이파크,3,서초구,방배동,3277
방배씨티(보성),3,서초구,방배동,836-1
건우샹그리라,3,은평구,역촌동,32-35
지엠벨리,3,강서구,등촌동,656-17
방배3차e-편한세상,3,서초구,방배동,797-30
진넥스베르디엠,3,송파구,가락동,166-10
밤섬힐스테이트,3,마포구,현석동,220
경남(2차),3,서대문구,북아현동,118-9
경남아너스빌(대아3),3,동작구,사당동,1136
박석고개1단지힐스테이트(112~115동)BL2-13,3,은평구,진관동,123
진주,3,영등포구,여의도동,54
진흥아리엘,3,동작구,사당동,1142
경보그레이스힐,3,강동구,성내동,596
모아아파트(102동),3,은평구,대조동,9-20
대보,3,중랑구,망우동,236-7
현대성우주상복합아파트,3,서초구,서초동,1316-15
현대성우아파트,3,노원구,공릉동,741
경희궁의아침2단지,3,종로구,내수동,71
창동3차현대,3,도봉구,창동,816
문정대우푸르지오3차,3,송파구,문정동,117
문영칸타빌레,3,영등포구,대림동,1061
묵동자이(1단지),3,중랑구,묵동,164-4
계명위너스,3,강서구,등촌동,646-29
목동이-편한세상,3,양천구,목동,950
고은,3,서대문구,홍제동,156-200
천강(332-6),3,동대문구,장안동,332-6
목동두산위브,3,양천구,목동,953
천왕이펜하우스2단지,3,구로구,천왕동,279-2
충림예하임,3,서대문구,충정로3가,477
극동옥정,3,성동구,옥수동,557
방신서광,3,강서구,방화동,871
프리우스,3,서초구,방배동,846-1
도시그린빌라,3,종로구,숭인동,181-121
독산동아아파트,3,금천구,독산동,183-1
한신휴1차,3,영등포구,대림동,887-1
독산오르페움타워,3,금천구,독산동,989
동광갈현베르빌,3,은평구,갈현동,465-12
동구햇살아파트,3,양천구,목동,724-2
노원프레미어스엠코,3,노원구,공릉동,670-20
극동의푸른별1차,3,노원구,중계동,600
프라임하우스(916-5),3,강서구,화곡동,916-5
프라임팰리스,3,은평구,응암동,111-48
노블레스,3,서초구,잠원동,59-12
동도센트리움(70-12),3,구로구,개봉동,70-12
프라비다M,3,관악구,봉천동,893-1
동문굿모닝탑,3,양천구,신정동,324-10
하나세인스톤3차,3,구로구,구로동,46-4
한신트리플,3,서초구,방배동,816-1
도림두산베어스타워,3,구로구,구로동,110-4
도곡2차I'PARK,3,강남구,도곡동,969
더하이어,3,중랑구,망우동,508-6
다울숲,3,구로구,구로동,1286
더샵서초,3,서초구,서초동,1445-14
대덕타워,3,은평구,대조동,185-71
대림e-편한세상1,3,서초구,방배동,884-21
대원아파트,3,성북구,정릉동,822-1
한국프라우드,3,마포구,합정동,469
대우디오슈페리움2단지,3,관악구,봉천동,856-1
대우디오슈페리움1단지,3,관악구,봉천동,856-5
대림아르빌,3,용산구,한남동,808
대우2,3,성동구,성수동1가,709
한빛무궁화101동,3,금천구,시흥동,1016
대방전철,3,영등포구,신길동,1343
남해그린힐,3,은평구,불광동,632
동보프리미아,3,마포구,망원동,463-2
동부센트레빌아파트,3,도봉구,방학동,689
한일1,3,노원구,월계동,926
근상아트프리즘,3,양천구,신월동,45-2
근상프리즘,3,영등포구,영등포동7가,29-130
래미안신사,3,강남구,신사동,506-9
라이프씨티,3,은평구,신사동,354
한효,3,구로구,고척동,52-332
금강아미움,3,동대문구,장안동,574
등촌파밀리에더클래식201동,3,강서구,등촌동,723
원능한빛,3,양천구,신월동,1016
한일써너스빌리젠시1단지(101동),3,중랑구,망우동,479
길음현대,3,성북구,길음동,1277
태영데시앙2(1411동),3,중랑구,상봉동,498
태진아름,3,강서구,등촌동,676
길훈엔트런스빌,3,양천구,신월동,1043
꿈의숲한신더휴,3,강북구,미아동,1371
나이스홈,3,은평구,대조동,6-18
동부화이트빌(2동),3,송파구,문정동,67-14
두산6,3,중랑구,면목동,1501
동훈타마르(921-18),3,강서구,화곡동,921-18
한일,3,강남구,삼성동,48
파라디아,3,강동구,성내동,605
동일스카이시티101동,3,중랑구,상봉동,284-11
파크프라자,3,강동구,성내동,428-2
동인,3,구로구,개봉동,335-1
한울밸리움,3,강서구,염창동,274-18
남산정은스카이,3,중구,신당동,366-126
팰리스필,3,양천구,신정동,872-6
동원,3,양천구,목동,643-7
평대보민아파트,3,강동구,천호동,26-12
포스시티,3,구로구,오류동,51-31
풍림,3,중랑구,면목동,1514
건영아파트,3,노원구,공릉동,404-3
미성맨션,3,송파구,송파동,161
방주기픈샘,3,양천구,신월동,1030
강남신동아파밀리에1단지,3,강남구,세곡동,508
이너스내안애,3,동작구,사당동,1156
SM드림빌,3,강남구,삼성동,29-11
서울숲아이파크,3,성동구,송정동,104
이문스카이뷰,3,동대문구,이문동,291-35
이수교KCC스위첸,3,동작구,동작동,332
서교푸르지오,3,마포구,서교동,486
YS홈타운,3,은평구,대조동,186-44
서경아파트(15-58),3,은평구,대조동,15-58
이스트드림힐,3,강동구,길동,385-4
이안용산1차(102동),3,용산구,문배동,7-6
이안용산1차(103동),3,용산구,문배동,11-29
샤인힐,3,성북구,동소문동7가,75-10
이촌코오롱(B),3,용산구,이촌동,414
이튼타워리버2차,3,광진구,자양동,507-6
가산지웰에스테이트,3,금천구,가산동,140-9
방주아크빌,3,양천구,신월동,426-3
상림마을7단지아이파크(730~742동)BL1-14,3,은평구,진관동,10
상림마을7단지아이파크(713~718동)BL1-11,3,은평구,진관동,15
인왕,3,서대문구,홍제동,104-1
상기,3,성동구,금호동2가,500-7
상계우방유쉘,3,노원구,상계동,1295
삼흥리치,3,은평구,응암동,117-54
갈현건영,3,은평구,갈현동,541-1
인우(281-236),3,은평구,갈현동,281-236
형인허브빌101동(417-3),3,동대문구,장안동,417-3
삼호그린,3,동작구,사당동,1138
삼전솔하임4차,3,종로구,숭인동,318-2
N-Suite(1513-2),3,서초구,서초동,1513-2
은하수드림필,3,동대문구,장안동,572
서초동대우디오빌프라임,3,서초구,서초동,1337-22
성북힐스테이트(102동),3,성북구,하월곡동,88-957
힐스테이트서초젠트리스,3,서초구,신원동,557
세방하이빌1,3,강남구,역삼동,771-4
(777-3)두암호은리버빌,3,구로구,구로동,777-3
희훈타워빌,3,구로구,구로동,110-1
세림아파트,3,강서구,화곡동,917-4
성재센트리움아파트(343-35),3,강서구,화곡동,343-35
성재,3,강서구,화곡동,938-25
휘경베스트빌현대,3,동대문구,휘경동,52
DH팰리스타워,3,은평구,녹번동,83-26
효창한신,3,용산구,효창동,5-145
위례중앙푸르지오1단지,3,송파구,장지동,897
성삼하이츠,3,구로구,구로동,1275
성북프라자,3,강북구,미아동,318-5
서초쌍용플래티넘,3,서초구,서초동,1445-13
성북역신도브래뉴,3,노원구,월계동,941
DMC센트럴자이(4단지),3,은평구,증산동,258
효성쥬얼리시티,3,종로구,인의동,48-2
KCC엠파이어리버,3,마포구,합정동,381-16
유원도봉,3,도봉구,도봉동,83
선광,3,강동구,성내동,565
유진아이디움,3,은평구,대조동,197-1
유호루하스,3,은평구,갈현동,548
서해그랑블,3,구로구,오류동,351
LIG5차,3,관악구,신림동,233-11
율전에버그린아파트,3,강동구,천호동,54-7
서초자이,3,서초구,서초동,1444-7
현진에버빌,3,동작구,신대방동,716
상암월드컵파크11단지,3,마포구,상암동,1741
대상4,3,마포구,망원동,492
비콘드림힐(602),3,노원구,중계동,602
거장메카(116-22),3,은평구,응암동,116-22
북한산굿모닝,3,강북구,우이동,175
베르체,3,용산구,청파동3가,132-15
장안평월드메르디앙2차,3,동대문구,장안동,575
벨라팰리스,3,강서구,화곡동,343-71
산호시티빌,3,금천구,시흥동,999-1
벽산메가트리움,3,용산구,한강로2가,2-8
보라매삼성쉐르빌,3,동작구,신대방동,395-66
산내들,3,강서구,화곡동,894-1
빛고을우방,3,강서구,가양동,448-9
강변코아루,3,강서구,염창동,303
주건드림빌,3,양천구,신정동,1302
비콘드림힐3,3,노원구,상계동,1310
강변타운,3,마포구,망원동,490
건양노블레스빌,3,노원구,월계동,938
보람쉬움,3,구로구,구로동,1271
거성푸르뫼,3,구로구,개봉동,60-101
브라운스톤역삼,3,강남구,역삼동,747-5
강변현대하이엘,3,광진구,구의동,547
조한,3,서대문구,홍제동,458
북한산청호아파트,3,도봉구,방학동,743
거성,3,은평구,녹번동,83-37
갤러리아포레,3,성동구,성수동1가,685-696
개화산경남아너스빌,3,강서구,방화동,887
북한산월드메르디앙,3,도봉구,쌍문동,728
개봉동상우,3,구로구,개봉동,487
현대타워,3,송파구,신천동,7-28
북한산대창센시티,3,은평구,불광동,71-16
삼능스페이스향,3,노원구,월계동,380-1
제니스,3,서대문구,홍제동,131-2
현대홈타운3차,3,동대문구,장안동,571
번동한양아파트,3,강북구,번동,133-1
주함위너스Ⅰ,3,송파구,방이동,154-21
강동한신휴플러스,3,강동구,길동,414-10
현대홈타운2차,3,동대문구,장안동,569
삼성한아름,3,강서구,염창동,264-27
주주베에이,3,은평구,대조동,9-14
삼성서초가든스위트,3,서초구,서초동,1326
삼성동롯데캐슬킹덤,3,강남구,삼성동,43
주함해븐(101동),3,중랑구,망우동,582
잠원중앙하이츠(A동),3,서초구,잠원동,71-15
장수마을,3,양천구,신월동,1037
백림금호,3,중랑구,망우동,574
강동렘브란트,3,강동구,길동,457-1
강변금호타운,3,성동구,성수동2가,830
강남신동아파밀리에2단지,3,강남구,세곡동,511
한성산장,2,은평구,구산동,169-1
효자,2,종로구,통인동,5-1
한양마이라움,2,성동구,사근동,315
힐탑이루미,2,양천구,신정동,1305
현대썬앤빌테헤란,2,강남구,대치동,894
예성그린캐슬1차,2,관악구,남현동,1084-1
오동공원현대,2,강북구,번동,760
현대코아,2,동대문구,청량리동,738
힐스테이트리슈빌강일,2,강동구,강일동,72
예지보금자리74차,2,양천구,신월동,480-4
한신휴플러스(1280-1),2,구로구,구로동,1280-1
힐데스하임올림픽파크아파트,2,강동구,성내동,608
한솔브리즈,2,강동구,성내동,594
휴먼빌,2,마포구,망원동,509
현대아인빌,2,강남구,신사동,569-1
희훈리치파크,2,강서구,화곡동,1011-6
예지안파크뷰,2,마포구,망원동,512
한솔브리즈(199-4),2,강동구,성내동,199-4
한신타운,2,서초구,잠원동,60-4
흥화브라운빌,2,관악구,남현동,1132
흥해오크팰리스(576-0),2,동대문구,장안동,576
한신베네스트아파트,2,강서구,화곡동,915-26
한신APT,2,도봉구,창동,451
한신오페라하우스,2,강남구,청담동,35-47
헤르만스테이트,2,중랑구,묵동,162-17
예성그린캐슬,2,중랑구,망우동,577
형인휴아름,2,강북구,수유동,732
영화블렌하임,2,마포구,망원동,517
혜성오피아파트,2,강서구,화곡동,343-49
함성드림빌,2,마포구,망원동,505
함성백합,2,마포구,망원동,493
형진,2,은평구,신사동,19-84
영화노블레스아파트,2,은평구,대조동,15-122
연대JK,2,서대문구,창천동,518
현대(고려)아파트,2,노원구,공릉동,590-1
형인허브빌,2,강동구,명일동,354
영화참마음,2,구로구,구로동,1268
해가든,2,동작구,흑석동,332
영상라이브센스,2,강동구,암사동,446-3
역삼우정에쉐르2,2,강남구,역삼동,707-18
해담채3,2,구로구,구로동,104-3
형인한강,2,동작구,노량진동,331
형우베스트빌3차,2,용산구,한남동,27-2
해태드림타운,2,은평구,응암동,738
현대(3차),2,노원구,중계동,576
호동,2,광진구,중곡동,254-12
한일써너스빌리젠시2단지,2,중랑구,망우동,495
현대빌라트,2,서초구,서초동,1495-1
한울에이치밸리움B동,2,강서구,화곡동,1065-2
한오,2,강서구,방화동,547-11
화랑해링턴플레이스아파트,2,노원구,공릉동,746
현대하이츠,2,마포구,합정동,386-2
한울네세창,2,중랑구,망우동,579
화랑대디오베이션,2,노원구,공릉동,760
헤렌어반,2,영등포구,영등포동1가,144
역삼2차아이파크,2,강남구,역삼동,765-32
화계맨숀,2,강북구,수유동,461-13
홍제비콘드림힐,2,서대문구,홍제동,468
현대홈타운(923-2),2,강서구,화곡동,923-2
예성2차그린캐슬,2,관악구,남현동,1134
현대레이크빌1,2,송파구,송파동,31-2
현대4차,2,노원구,상계동,1271
예림아너스,2,마포구,성산동,13-21
한일2,2,노원구,월계동,927
호암아펙스,2,강동구,성내동,455-3
예건타워빌,2,강동구,길동,385-1
호림리슈리안,2,은평구,갈현동,406-46
현대리버빌,2,마포구,망원동,460-15
태솔에버빌2차,2,동대문구,장안동,383-10
한백힐,2,구로구,오류동,9-3
장안예원(418-4),2,동대문구,장안동,418-4
정익제이원(4차),2,은평구,불광동,484-56
정우상가맨션,2,마포구,도화동,536
우성(343-39),2,강서구,화곡동,343-39
정암(363-11),2,동대문구,장안동,363-11
정동,2,중구,정동,18-1
장원,2,성동구,마장동,767-1
장안위더스빌,2,동대문구,장안동,580
우성6,2,광진구,자양동,515-1
일신강변,2,중랑구,면목동,1520
자양현대6,2,광진구,자양동,786
자양하늘채베르,2,광진구,자양동,862
자양동명진센트라임,2,광진구,자양동,219-11
자양9차현대홈타운,2,광진구,자양동,790
자선메르시안(193),2,은평구,증산동,193-1
자선메르시안(162-18),2,은평구,증산동,162-18
자산메르시안(164-31),2,은평구,증산동,164-31
제이타워3,2,은평구,대조동,4-14
