complex_name,unmatched_count,gugun,dong,jibun
프레미어스엠코,13,중랑구,상봉동,500
DMC파크뷰자이3단지,13,서대문구,남가좌동,385
신현대9차,13,강남구,압구정동,426
갤러리아팰리스,13,송파구,잠실동,40
청담대림이-편한세상,13,강남구,청담동,30-33
푸른마을4,13,양천구,신정동,1285
신트리3,13,양천구,신정동,1276
한남힐스테이트,13,용산구,한남동,807
돈암동 풍림아파트 101~105동,13,성북구,돈암동,632
하버라인2단지,13,구로구,항동,237
마포경남아너스빌,12,마포구,신수동,456
북한산래미안아파트(1단지),12,은평구,불광동,638
래미안서초유니빌,12,서초구,서초동,1445-4
마포동원베네스트,12,마포구,도화동,564
초안1,12,노원구,월계동,923
송파파크데일1단지,12,송파구,마천동,582
공덕아이파크,12,마포구,신공덕동,174
대우그린,12,도봉구,창동,814
송파파인타운9단지,12,송파구,장지동,843
청구(366),12,노원구,중계동,366
수락리버시티4단지,12,노원구,상계동,1313
응암푸르지오,12,은평구,응암동,176
청호,12,동작구,흑석동,327
방배 서리풀 그랑블,12,서초구,방배동,3279
서광등촌마을아파트,12,강서구,등촌동,638
서울숲대림,12,성동구,성수동1가,656-234
홍릉동부,12,동대문구,청량리동,212
래미안목동아델리체(119동~123동),12,양천구,신정동,1326
관음삼성,12,강서구,염창동,268
라인,12,구로구,오류동,334
중계현대2,12,노원구,중계동,435-1
정릉힐스테이트1차,12,성북구,정릉동,1030
라이프,12,노원구,중계동,366
구의현대7단지현대홈타운,12,광진구,구의동,587-54
브라운스톤공덕아파트,12,마포구,신공덕동,170
신정6현대,12,양천구,신정동,743-2
신반포19,12,서초구,잠원동,61-2
은천2단지아파트,12,관악구,봉천동,1707-1
대원,12,영등포구,문래동6가,47-1
래미안서초스위트,12,서초구,서초동,1301-6
현대아파트1동~3동,12,강남구,도곡동,961
휘경미소지움,12,동대문구,휘경동,106
한신아파트상가동유치원동(102~102),12,중랑구,중화동,450
둔촌역청구,12,강동구,성내동,419-1
벽산타운II,12,관악구,봉천동,1716
한원힐트리움수유,12,강북구,수유동,738
송파파인타운5단지,12,송파구,장지동,845
대교,12,영등포구,여의도동,41
트라팰리스이스턴에비뉴,12,양천구,목동,962-1
녹번JR아파트,12,은평구,녹번동,280-1
당산계룡리슈빌1단지,12,영등포구,당산동3가,564
주공4,12,노원구,중계동,358-2
월드컵아이파크(667),12,마포구,성산동,667
송파와이즈더샵,12,송파구,장지동,895
양천벽산블루밍1단지,12,양천구,신월동,1026
양천벽산블루밍2단지,12,양천구,신월동,1027
창동신도브래뉴1차,12,도봉구,창동,820
한양6,12,도봉구,쌍문동,59-5
부영3,12,양천구,목동,908-34
DMC현대아파트,12,서대문구,북가좌동,453
목동삼성쉐르빌Ⅱ,12,양천구,신정동,318-12
상봉베스트원,12,중랑구,상봉동,101-19
마포한강아이파크,12,마포구,망원동,521
두산위브센티움,12,강동구,천호동,414
한솔,12,영등포구,양평동6가,99
월드컵현대,12,서대문구,북가좌동,371-1
두산힐스빌아파트,12,노원구,공릉동,747
강변한솔솔파크,12,강서구,염창동,300
DMC상암센트럴파크2단지,12,마포구,상암동,1618
"진로,미주아파트",12,강서구,등촌동,701
삼익2차아파트,12,노원구,공릉동,754
꿈의숲SKVIEW,12,노원구,월계동,949
래미안엘리니티,12,동대문구,용두동,796
DMC마포청구아파트,11,마포구,중동,390
신도브래뉴,11,중랑구,묵동,169-10
용산시티파크(1단지),11,용산구,한강로3가,63-389
용산케이씨씨스위첸,11,용산구,효창동,286
창신쌍용1,11,종로구,창신동,702
DMC센트럴자이(1단지),11,은평구,증산동,258
홍연,11,서대문구,연희동,708-4
강동LG자이,11,강동구,길동,474
래미안방배아트힐(1008-2),11,서초구,방배동,1008-2
목동센트럴푸르지오,11,양천구,목동,404-13
마곡푸르지오,11,강서구,마곡동,1525
브라운스톤금호,11,성동구,금호동4가,1507
유원하나,11,서대문구,홍제동,454
진도2,11,양천구,목동,936
성안마을청구,11,강동구,성내동,295
래미안수유,11,강북구,수유동,730
마포그랑자이(2단지),11,마포구,대흥동,807
진흥엣세벨,11,은평구,수색동,416-1
벽산블루밍3차,11,관악구,봉천동,1720
미아1차래미안,11,강북구,미아동,797
우방1,11,송파구,거여동,356
롯데캐슬(1057-0),11,양천구,신월동,1057
종로센트레빌,11,종로구,숭인동,2-1
보라매 신동아 파밀리에,11,영등포구,대림동,1125
갈현현대,11,은평구,구산동,382
보라매e편한세상,11,동작구,신대방동,720
신동아1,11,용산구,보광동,448
세진빌딩,11,동대문구,이문동,327-7
목동대림,11,양천구,목동,405
서울숲리버그린동아아파트,11,성동구,응봉동,276
상계신동아,11,노원구,상계동,463
녹천역두산위브아파트,11,노원구,월계동,950
서울숲삼부아파트,11,성동구,행당동,147
한신휴2차,11,영등포구,대림동,897-1
당산한양,11,영등포구,당산동3가,2-6
관악산신도브래뉴,11,금천구,시흥동,1017
대우메트로디오빌,11,마포구,신공덕동,167
쌍용플래티넘S,11,영등포구,대림동,717
옥수어울림,11,성동구,옥수동,560
길훈,11,구로구,오류동,150-42
이편한세상강동에코포레,11,강동구,길동,477
현대리버빌1지구,11,송파구,풍납동,260
더클래시,11,마포구,아현동,804
고척LIG리가1차,11,구로구,고척동,340
연신내역트리플라101동,11,은평구,불광동,484-63
강일리버파크7단지,11,강동구,강일동,686
"현대7차(73~77,82,85동)",11,강남구,압구정동,456
오류동푸르지오,11,구로구,오류동,346
현대동궁아파트,11,서초구,반포동,64-5
강서쌍용예가,11,강서구,염창동,308
포레스트힐시티,11,동대문구,신설동,100-26
자양8차현대홈타운,11,광진구,자양동,789
남현동한일유앤아이,11,관악구,남현동,1136
왕십리금호어울림,11,성동구,마장동,820
한신2차,11,노원구,상계동,451
동대문와이즈캐슬,11,중구,흥인동,119
삼성동한솔아파트,11,강남구,삼성동,4-6
쌍용더플래티넘용마산,11,중랑구,면목동,1548
강변건영아파트,11,성동구,성수동1가,710
송파파인타운7단지,11,송파구,장지동,844
삼전솔하임3차,11,성북구,하월곡동,88-510
서초삼성래미안,11,서초구,서초동,1641-1
우성4차,11,송파구,잠실동,320
상록타워아파트,11,광진구,광장동,570
이편한세상보문,11,성북구,보문동3가,230
연희자이엘라,11,서대문구,연희동,745
라온유,11,성북구,정릉동,1034
장안뉴시티,11,동대문구,장안동,372-5
고척LIG리가2차,11,구로구,고척동,340-1
당산효성타운2차,11,영등포구,당산동5가,13
현대(명일),11,강동구,명일동,251-1
신길레전드힐스,10,영등포구,신길동,261-22
워커힐,10,광진구,광장동,145-8
동양,10,영등포구,양평동6가,100
우물골2단지두산위브(223~244동)BL2-7,10,은평구,진관동,84
"대치우성아파트1동,2동,3동,5동,6동,7동",10,강남구,대치동,63
대림e-편한세상7,10,구로구,신도림동,649
신정현대5,10,양천구,신정동,1273
삼창타워주상프라자,10,노원구,중계동,584-1
한양아이클래스구로,10,구로구,개봉동,493
거성리젠시,10,은평구,신사동,21-14
신내역금강펜테리움센트럴파크,10,중랑구,망우동,610
DUO302,10,중구,황학동,819
대경아르체,10,서대문구,북가좌동,488
길성그랑프리텔,10,강서구,화곡동,1157
한영해시안아파트,10,광진구,구의동,71-6
신동아(366),10,노원구,중계동,366
롯데,10,동대문구,휘경동,78
대광,10,성북구,안암동3가,136-1
위너스힐(111-89),10,광진구,화양동,111-89
돈암힐스테이트,10,성북구,돈암동,639
워커힐푸르지오,10,광진구,광장동,148-4
케이씨씨,10,동작구,사당동,1153
리더스,10,중랑구,상봉동,104-10
한화진넥스빌,10,강남구,역삼동,706-20
서대문푸르지오센트럴파크,10,서대문구,홍제동,57-5
신도신월1차,10,양천구,신월동,1029
서초포레스타2단지,10,서초구,내곡동,384
풍림아파트B,10,노원구,공릉동,727
씨즈건대힐스,10,광진구,화양동,530
삼익아파트,10,강동구,천호동,288-5
목동삼성,10,양천구,신정동,1278
신동아5,10,동작구,사당동,1137
강일리버파크5단지,10,강동구,강일동,670
대상,10,구로구,개봉동,477
방배대우디오빌,10,서초구,방배동,866-20
아카데미스위트1,10,강남구,도곡동,467-7
마곡서광(치현마을),10,강서구,방화동,860
브라운스톤,10,용산구,용문동,90
범양프레체,10,중랑구,중화동,208-4
자양7차현대홈타운,10,광진구,자양동,788
강일리버파크8단지,10,강동구,강일동,701
마곡수명산파크6단지,10,강서구,내발산동,759
사당롯데캐슬2차,10,동작구,사당동,1149
펠리시티,10,은평구,응암동,117-24
브라운스톤태릉,10,중랑구,묵동,387
길음역금호어울림센터힐,10,성북구,돈암동,643
염창동한강우성,10,강서구,염창동,66-9
상계1차현대아파트,10,노원구,상계동,1055
주공4단지,10,강북구,번동,234
마곡엠밸리6단지,10,강서구,마곡동,743
벽산베스트블루밍,10,구로구,고척동,342
성지,10,송파구,송파동,171
한양4,10,강남구,압구정동,486
서초현대,10,서초구,서초동,1648-2
SK허브프리모,10,강남구,도곡동,953-1
북한산래미안아파트(2단지),10,은평구,불광동,637
메가스터디타워,10,동작구,노량진동,57-1
청계천두산위브더제니스,10,중구,흥인동,13-1
신촌삼익,10,마포구,신수동,450
대우(효령),10,서초구,방배동,1038
신성둔촌미소지움2,10,강동구,둔촌동,134-10
상수두산위브,10,마포구,상수동,396
문래동삼환,10,영등포구,문래동4가,43
코오롱하늘채,10,강서구,등촌동,714
킴스빌리지,10,서초구,잠원동,71-12
강남한신휴플러스6단지,10,강남구,율현동,365
꿈의숲롯데캐슬,10,강북구,미아동,4
한라비발디,10,강남구,도곡동,972
고척파크푸르지오,10,구로구,고척동,339
현진리버파크,10,강동구,천호동,467-11
"현대14차(203,204,205,206동)",10,강남구,압구정동,447
상암월드컵파크12단지,10,마포구,상암동,1743
경남아너스빌1차,10,동작구,사당동,1134
용마금호타운,10,중랑구,면목동,494
고척월드메르디앙,10,구로구,고척동,343
서서울삼성,10,마포구,아현동,692
한솔마을,10,강남구,일원동,731
DMC아이파크,10,서대문구,북가좌동,458
관악캠퍼스타워,10,관악구,봉천동,875-1
대림경동아파트,10,강서구,가양동,1474
한강우성,10,광진구,자양동,87-1
삼성한사랑1,10,강서구,등촌동,632-4
장안푸르미에,10,동대문구,장안동,466-5
한신로얄,10,서초구,잠원동,63-34
삼성청담아파트,10,강남구,청담동,42
가락우성2,10,송파구,가락동,120-4
우물골2단지두산위브(209~222동)BL2-8,10,은평구,진관동,88
구의현대6단지,10,광진구,구의동,610
상계1차중앙하이츠,10,노원구,상계동,1279
마곡엠벨리(14단지),10,강서구,마곡동,750
양평벽산블루밍,10,영등포구,양평동2가,23
현대그린1,10,강남구,도곡동,964
미미,10,은평구,갈현동,538
반포푸르지오,9,서초구,반포동,10
수명산롯데캐슬,9,양천구,신월동,1036
삼천리,9,영등포구,양평동3가,24
경남2,9,구로구,고척동,306
한미(286-1),9,강서구,방화동,286-1
인왕궁맨숀,9,서대문구,홍제동,104-6
벽산늘푸른,9,강서구,염창동,290
위례신도시송파푸르지오,9,송파구,장지동,878
마포중동현대,9,마포구,중동,392
벽산블루밍2단지,9,양천구,신월동,1023
마곡우림필유아파트,9,강서구,마곡동,1467
신촌자이엘라,9,서대문구,대현동,104-36
아크로서울포레스트,9,성동구,성수동1가,685-700
대림e-편한세상5,9,구로구,신도림동,647
우성캐릭터199,9,강남구,도곡동,467-24
벽산솔렌스힐,9,마포구,신수동,457
대원칸타빌2,9,양천구,목동,941
금호2,9,도봉구,쌍문동,산69-1
휘경센트레빌,9,동대문구,휘경동,367
LIG건영캐스빌,9,도봉구,창동,635-42
마곡청구아파트,9,강서구,마곡동,1181
마고정3단지센트레빌(323~335동)BL2-2,9,은평구,진관동,105
청계천대성스카이렉스2,9,동대문구,용두동,255-66
불암현대,9,노원구,상계동,1293
진도1,9,양천구,목동,935
삼호한숲,9,영등포구,양평동4가,94
상도현대,9,동작구,상도동,412
마곡현대아파트,9,강서구,마곡동,1171
한일휴니스빌,9,노원구,공릉동,683-14
청담동삼성1차(101동),9,강남구,청담동,33
녹번2현대,9,은평구,녹번동,278-1
개포우성1,9,강남구,대치동,503
도화현대,9,마포구,도화동,547
자양삼성,9,광진구,자양동,787
한신1,9,송파구,가락동,102
현대상선,9,구로구,구로동,685-147
묵동자이(2단지),9,중랑구,묵동,170-1
위산일리온시티,9,은평구,응암동,110-1
디앤제이하우징(281-89),9,은평구,불광동,281-89
강변삼성스위트,9,용산구,원효로4가,178
로얄동아,9,광진구,자양동,644
방배우성,9,서초구,방배동,2525
우정아파트,9,강동구,천호동,46-5
코아루1단지,9,양천구,신월동,197-2
송파파인타운11단지,9,송파구,장지동,854
극동늘푸른,9,양천구,목동,752-1
쌍용2,9,성북구,정릉동,1017
센츄리,9,구로구,고척동,320
동아한신,9,구로구,고척동,327
가양우성,9,강서구,가양동,14-3
용두두산위브,9,동대문구,용두동,791
서초호반써밋,9,서초구,우면동,753
동작상떼빌,9,동작구,신대방동,719
자양현대5,9,광진구,자양동,642
용두롯데캐슬리치,9,동대문구,용두동,794
상암월드컵파크3단지,9,마포구,상암동,1643
방이금호어울림,9,송파구,방이동,157
서울대입구삼성,9,관악구,봉천동,1591-2
두산4,9,중랑구,면목동,1522
성호메이플라워멤버스빌,9,구로구,구로동,104-9
보라매파크빌,9,동작구,신대방동,711
DMC센트럴자이(2단지),9,은평구,증산동,258
노원현대,9,노원구,상계동,359
구파발9단지래미안(916~928동)BL3-2,9,은평구,진관동,25
송파파인타운10단지,9,송파구,장지동,856
보문리슈빌하우트,9,성북구,보문동1가,228
해모로아파트,9,강북구,번동,139
남산대림,9,용산구,이태원동,729
올림픽카운티,9,송파구,방이동,51-4
중흥에스-클래스,9,도봉구,도봉동,51-12
자양10차현대홈타운,9,광진구,자양동,792
목동2삼성래미안,9,양천구,신정동,1295
서초네이처힐4단지,9,서초구,우면동,720
"현대1차(12,13,21,22,31,32,33동)",9,강남구,압구정동,369-1
래미안도봉,9,도봉구,도봉동,655
현대홈타운스위트,9,구로구,항동,233
동부(105동~106동),9,구로구,오류동,339
현대코아아파트,9,강동구,천호동,565
서초포레스타3단지,9,서초구,신원동,568
역촌센트레빌,9,은평구,역촌동,232
동선,9,구로구,오류동,345
동성7,9,중랑구,신내동,797
당산디오빌,9,영등포구,당산동5가,11-33
석탑,9,중랑구,신내동,787
힐스테이트세운센트럴1단지,9,중구,입정동,277
독산동한양수자인,9,금천구,독산동,1144
약수역더시티,9,중구,신당동,857
성원아파트,9,도봉구,방학동,735
신마곡벽산블루밍,9,강서구,방화동,904
현대휴온,8,중랑구,면목동,1535
은평신사두산위브,8,은평구,신사동,370
보라매코오롱하늘채,8,동작구,대방동,509
상도더샵2차,8,동작구,상도동,534
한신플러스타운,8,구로구,오류동,341
67디벨리움,8,노원구,공릉동,670-7
고덕리엔파크2단지,8,강동구,강일동,717
상계현대3차,8,노원구,상계동,1063
신도1차아파트,8,노원구,공릉동,748
송산아파트,8,성북구,동소문동4가,279
보람,8,강서구,방화동,881
한신타워,8,서초구,잠원동,71-11
화양현대,8,광진구,화양동,234
응암동금호,8,은평구,응암동,739
대동황토방2,8,강서구,등촌동,713
우림루미아트,8,강동구,길동,45
경희궁롯데캐슬,8,종로구,무악동,89
위례2차아이파크,8,송파구,장지동,884
우물골2단지두산위브(204~208동)BL2-5,8,은평구,진관동,83
응암역효성해링턴플레이스,8,은평구,신사동,372
현대성우,8,도봉구,도봉동,642
상도효성해링턴플레이스,8,동작구,상도동,536
한신(개포),8,강남구,도곡동,464
위더스빌,8,중랑구,묵동,169-11
위너빌(Winnervill),8,중구,황학동,1200
참누리아파트,8,성북구,장위동,316-5
한신4차,8,노원구,상계동,995
효성아파트,8,노원구,공릉동,742
한양아이클래스,8,동대문구,용두동,112-8
한신공영,8,영등포구,양평동1가,14-1
상봉듀오트리스,8,중랑구,상봉동,501
창전동현대홈타운,8,마포구,창전동,440
다솜금호,8,구로구,구로동,43-4
다성이즈빌(320),8,강동구,천호동,320
나인원한남,8,용산구,한남동,829
북아현경남,8,서대문구,북아현동,1006
마포한강제이스카이,8,마포구,망원동,522
마포푸르지오더센트럴,8,마포구,아현동,275-2
동신대아,8,강서구,가양동,1459
충무로헤센스마트,8,중구,충무로5가,90
롯데(505),8,노원구,중계동,505
강일리버파크2단지,8,강동구,강일동,668
신안약수,8,양천구,신월동,591-1
동양1차,8,동대문구,휘경동,115
강일리버파크4단지,8,강동구,강일동,673
롯데캐슬로잔,8,종로구,평창동,108
강일리버파크6단지,8,강동구,강일동,684
개나리푸르지오,8,강남구,역삼동,755-1
호수임광,8,송파구,송파동,33
개포더샵트리에,8,강남구,개포동,651-1
동부,8,관악구,신림동,1695
신영체르니,8,서초구,양재동,90
미아한일유앤아이,8,강북구,미아동,1355
블루힐하우스,8,서초구,잠원동,71-1
삼정그린뷰,8,양천구,신월동,1041
올림픽베어스타운1,8,송파구,방이동,171
청솔아파트9,8,노원구,공릉동,90
구파발10단지어울림(1011~1019동)BL3-1,8,은평구,진관동,27
힐데스하임,8,은평구,진관동,64
독립문파크빌,8,서대문구,현저동,1019
강변현대,8,성동구,성수동2가,400
래미안라클래시,8,강남구,삼성동,189
라르파크,8,영등포구,영등포동,651
중계3우성,8,노원구,중계동,585
신성,8,은평구,신사동,155-1
방화동동부센트레빌(875번지),8,강서구,방화동,875
우성5,8,구로구,신도림동,638
삼성동센트럴아이파크,8,강남구,삼성동,188
송파위례리슈빌,8,송파구,거여동,654
강서뉴타워,8,강서구,화곡동,1071-19
신안1,8,중랑구,묵동,381
용마동아,8,중랑구,면목동,1499
갈현1단지e-편한세상,8,은평구,구산동,547
현대(62-5),8,송파구,문정동,62-5
중동계룡아파트,8,마포구,중동,391
서초한빛삼성,8,서초구,서초동,1509-1
강서월드메르디앙,8,강서구,내발산동,659-1
럭키남서울아파트,8,금천구,시흥동,1002-1
코오롱(1차),8,강동구,성내동,196-8
동광팰리스,8,송파구,방이동,50-10
올림픽파크센트레빌,8,송파구,오금동,615
청백4,8,노원구,월계동,781
하버라인4단지,8,구로구,항동,가-238
서강오벨리스크스위트,8,마포구,창전동,442
금호,8,구로구,구로동,49
덕수궁롯데캐슬,8,중구,순화동,217
금호베스트빌1,8,용산구,서빙고동,296
청구강변1,8,성동구,성수동2가,712
대치르엘,8,강남구,대치동,1030
마곡엠밸리8단지,8,강서구,마곡동,741
청구3차,8,서대문구,홍제동,462
한국,8,중랑구,묵동,378
은평뉴타운엘크루,8,은평구,진관동,65
민족통일MJ캠퍼스경희대,8,동대문구,회기동,67-3
미주파스텔,8,서초구,잠원동,54
쌍용예가,8,동작구,노량진동,332
대성유니드2차,8,양천구,신정동,1198-3
대상3,8,마포구,망원동,491
신일해피트리,8,동작구,대방동,510
금호아파트,8,강동구,천호동,44
데시앙,8,중랑구,신내동,317
영화아이닉스,8,구로구,개봉동,488
용산파크타워(24-1),8,용산구,용산동5가,24-1
씨티아모리움,8,동작구,상도동,532
주함해븐타워,7,중랑구,상봉동,115-61
진양상가,7,중구,충무로4가,120-3
서울대입구아이원(1560-61),7,관악구,봉천동,1560-61
우정에쉐르,7,성북구,정릉동,1033
방학동삼성래미안2,7,도봉구,방학동,715-12
방화3차우림필유,7,강서구,방화동,546-1
노원우성,7,노원구,상계동,1251
아스하임,7,강동구,천호동,432-7
벽산블루밍1단지,7,양천구,신월동,1022
신도,7,중랑구,묵동,167
우장산롯데,7,강서구,화곡동,1148
서울,7,영등포구,여의도동,21-1
송파파인타운8단지,7,송파구,장지동,842
광진하우스토리한강,7,광진구,자양동,813
수명산SKVIEW,7,양천구,신월동,1053
보광타워,7,동대문구,답십리동,530-4
광나루현대,7,광진구,광장동,567
이튼타워리버3차,7,광진구,자양동,855
"현대10차(201,202동)",7,강남구,압구정동,436
서광,7,노원구,월계동,922
진명비베레,7,노원구,공릉동,395-7
중앙하이츠빌2단지,7,성북구,정릉동,435
극동아파트,7,도봉구,쌍문동,721
한화성원아파트,7,도봉구,방학동,731
중앙하이츠빌1단지,7,성북구,정릉동,494
낙성대현대홈타운,7,관악구,봉천동,1713
현대(209),7,금천구,시흥동,209
송파파크데일2단지,7,송파구,마천동,607
베로니스,7,은평구,불광동,486-17
세운푸르지오헤리시티,7,중구,인현동2가,240
문정대우푸르지오2차,7,송파구,문정동,19
상우,7,구로구,개봉동,473
신당동파라다이스,7,중구,신당동,846
번동솔그린,7,강북구,번동,136
서광아파트,7,강남구,삼성동,2
번동금호어울림,7,강북구,번동,656
반포두산힐스빌,7,서초구,반포동,54-5
한일노벨리아,7,동대문구,답십리동,494-1
영화,7,구로구,개봉동,475
미래타워,7,구로구,구로동,1272
아데나339,7,동작구,대방동,515
신구로자이,7,구로구,구로동,501
우물골2단지두산위브(245~255동)BL2-6,7,은평구,진관동,81
미성1차,7,강남구,압구정동,414
래미안당산1차,7,영등포구,당산동,374
문래금호어울림,7,영등포구,문래동3가,97
SK리더스뷰남산,7,중구,회현동1가,206
순영웰라이빌1차,7,구로구,구로동,106-10
정릉꿈에그린,7,성북구,정릉동,1037
신월2차보람쉬움,7,양천구,신월동,1039
신월대림,7,양천구,신월동,491-1
e편한세상,7,도봉구,쌍문동,731
청백3,7,노원구,월계동,780
브라운스톤잠원,7,서초구,잠원동,67-2
청담현대3차아파트,7,강남구,청담동,127-31
서초트라팰리스,7,서초구,서초동,1344-13
서초중흥S-클래스(도시형생활주택),7,서초구,서초동,1451-89
성사1차풍림아파트101동,7,마포구,성산동,600
신림동신도브래뉴,7,관악구,신림동,1722
삼호2,7,서초구,방배동,758-4
현대비젼21,7,강남구,도곡동,467-19
마곡삼성아파트,7,강서구,마곡동,1478
마곡수명산파크3단지,7,강서구,내발산동,751
마곡수명산파크7단지,7,강서구,내발산동,756
한강동아,7,강서구,염창동,293
마곡엠밸리12단지,7,강서구,마곡동,746-1
인현상가/신성아파트,7,중구,인현동2가,192-30
삼환나띠르빌,7,마포구,아현동,732
삼환도봉,7,도봉구,도봉동,87
우남푸르미아,7,성북구,상월곡동,55-56
대우트럼프월드Ⅰ,7,영등포구,여의도동,55-1
건영4,7,관악구,신림동,1702-1
신반포12,7,서초구,잠원동,50-5
은평뉴타운 제각말 푸르지오(5-1단지),7,은평구,진관동,154
삼익선경,7,노원구,하계동,255-1
유원강변,7,동작구,본동,482
강동역신동아파밀리에,7,강동구,천호동,447-17
강동큐브(2차),7,강동구,길동,415-13
현대홈타운2,7,동작구,대방동,506
강남팰리스,7,송파구,가락동,123-12
강변에스케이뷰,7,광진구,구의동,667
잠원현대훼밀리,7,서초구,잠원동,59-3
강남센트럴아이파크,7,강남구,역삼동,902
용마산하늘채,7,중랑구,면목동,1537
삼성래미안1,7,서초구,방배동,2626
유원제일,7,영등포구,당산동4가,91
암사라인,7,강동구,암사동,442
신수동르끌레브아파트,7,마포구,신수동,400-1
삼익(2단지),7,구로구,고척동,331
가우디캐슬,7,동대문구,용두동,104-34
동익파크1동(355-95),7,은평구,구산동,355-95
동원데자뷰,7,양천구,신월동,1060
삼성한마음,7,강서구,염창동,244-2
우성꿈동산,7,구로구,고척동,321
장안현대,7,동대문구,장안동,95-1
승윤노블리안,7,강서구,화곡동,916-14
롯데캐슬갤럭시(50-1),7,서초구,잠원동,50-1
삼익(1단지),7,구로구,고척동,330
롯데캐슬리베,7,강남구,대치동,1025
신반포7,7,서초구,잠원동,65-32
마장동중앙하이츠,7,성동구,마장동,819
브라운스톤2차,7,성동구,금호동4가,1550
동일하이빌2단지,7,양천구,신정동,1311
대명,7,마포구,연남동,259-1
상림마을8단지롯데캐슬(810~820동)BL1-1,7,은평구,진관동,19
청계지웰에스테이트,7,동대문구,답십리동,498-7
한솔리베르,7,광진구,자양동,672
청계와이즈노벨리아,7,동대문구,답십리동,1008
우장산한화꿈에그린,7,강서구,화곡동,1151
LIG서울역리가,7,중구,만리동1가,231
신동아아파트(2차),7,서초구,서초동,1334-1
성원(650),7,영등포구,대림동,650
우장산태승훼미리,7,강서구,내발산동,671-28
종로중흥S클래스,7,종로구,숭인동,202-3
한숲마을대림,7,강서구,방화동,862
청광플러스원큐브3차,7,강동구,길동,415-16
상림마을6단지푸르지오(606~614동)BL1-7,7,은평구,진관동,2
목동경동미르웰,7,양천구,신정동,972-2
황학아크로타워,7,중구,황학동,2523
DMC파크뷰자이4단지,7,서대문구,남가좌동,385
답십리엘림퍼스트,7,동대문구,답십리동,1015
GS자이,7,용산구,청암동,181
상림마을7단지아이파크(706~708동)BL1-3,7,은평구,진관동,13
한성아파트,7,동작구,신대방동,470-8
G밸리소홈,7,영등포구,대림동,1101-7
인왕산벽산,7,서대문구,홍제동,465
이화에수풀,7,종로구,연건동,195-10
은평서해그랑블,7,은평구,구산동,548
대방1차e-편한세상,7,동작구,대방동,508
한남동리첸시아,7,용산구,한남동,72-1
경남2차,7,강남구,개포동,649
상봉힐스테이,7,중랑구,상봉동,106
한남아이파크애비뉴,7,용산구,한남동,828
경남교수,7,동작구,신대방동,710
화곡보람,7,강서구,화곡동,1149
목화,7,영등포구,여의도동,30
위례아이파크,7,송파구,장지동,894
상림마을7단지아이파크(719~729동)BL1-13,6,은평구,진관동,11
잠실더샵스타파크,6,송파구,신천동,7-14
송파현대힐스테이트,6,송파구,풍납동,511
서울대입구한양아이클래스,6,관악구,봉천동,1568-1
센트럴파크55,6,중랑구,상봉동,87-27
율포그레이스빌,6,구로구,개봉동,483
삼명,6,구로구,고척동,97-3
수유다우아트리체,6,강북구,수유동,279-74
보람쉬움1,6,양천구,신월동,416-1
보라매해담채,6,관악구,신림동,497-5
유원아파트,6,강동구,천호동,287-9
보라매두산위브,6,영등포구,신길동,4497
센트레빌아스테리움서울,6,용산구,동자동,45
송파파인타운13단지,6,송파구,장지동,857
서울대입구아이원(1560-62),6,관악구,봉천동,1560-62
보라매아카데미타워,6,동작구,신대방동,395-69
장안삼성쉐르빌,6,동대문구,장안동,371-1
신길자이,6,영등포구,신길동,4938
삼도,6,강서구,화곡동,913-1
삼성동중앙하이츠빌리지,6,강남구,삼성동,14-1
삼성홈타운,6,관악구,남현동,602-200
삼성광장2,6,광진구,광장동,453-1
상봉어반뷰,6,중랑구,상봉동,113
성재센트리움,6,강서구,화곡동,918-38
성신여대역솔하임,6,성북구,동소문동5가,15
서초네이처힐7단지,6,서초구,우면동,735
이촌동삼성리버스위트,6,용산구,이촌동,426
브라운스톤방학아파트,6,도봉구,방학동,713
우성에비뉴,6,구로구,구로동,1284
상도1차갑을명가,6,동작구,상도동,458
송파파인타운1단지,6,송파구,장지동,833
시흥동월드메르디앙,6,금천구,시흥동,806
제니스뷰아파트,6,서대문구,홍제동,196-26
성산2차e-편한세상,6,마포구,성산동,604
브라운스톤영등포,6,영등포구,영등포동7가,202
우방리버파크,6,광진구,자양동,793
수유프리미어엠,6,강북구,수유동,48-8
수유역하이씨티,6,강북구,수유동,733
서울역한라비발디센트럴,6,중구,만리동2가,288
수유시그니티,6,강북구,수유동,87-5
이에스에이아파트2,6,도봉구,방학동,716-5
일신건영휴먼빌,6,강서구,가양동,1496
서울숲한양현대,6,성동구,성수동1가,707
자양강변I-Park,6,광진구,자양동,809
종암2차SKVIEW,6,성북구,종암동,135
우성사원5,6,강남구,도곡동,463-1
송파레미니스2단지,6,송파구,오금동,617
성북힐스테이트(101동),6,성북구,하월곡동,88-64
이수브라운스톤,6,동대문구,제기동,252
비즈트위트바이올렛5차,6,금천구,가산동,140-36
서초포레스타6단지,6,서초구,신원동,619
서래아르드빌,6,서초구,반포동,88-4
인왕산2차아이파크,6,종로구,무악동,88
새마을,6,마포구,연남동,244-15
정릉2차대주피오레,6,성북구,정릉동,1032
삼전솔하임2차,6,종로구,숭인동,296-19
서초동롯데캐슬리버티,6,서초구,서초동,1620-20
벽산아파트1,6,도봉구,방학동,275
세방,6,중랑구,묵동,383
점보,6,용산구,이촌동,300-10
센트럴파크아파트,6,강서구,화곡동,900-47
